Asset ID,Product Name,Asset Type,Description,Deployment Date,Status,Region,File Path,Usage Guidelines,Associated Campaign
BA-1096,Vortex Industries,Brand Guidelines PDF,"Comprehensive PDF document outlining all brand usage rules for Vortex Industries.",2012-07-28,Active,EMEA,//assets.internal/VortexIndustries/Brand/Brand_Guidelines_PDF/Brand_Guidelines_PDF_96.pdf,Requires legal approval before external use.,not used
BA-1097,Zenith Dynamics,Secondary Font,Standard Secondary Font asset for general corporate use by Zenith Dynamics.,2009-08-01,Active,EMEA,//assets.internal/ZenithDynamics/Brand/Secondary_Font/Secondary_Font_97.ttf,Print-only. Use CMYK values from the brand guide.,not used
BA-1098,Vortex Industries,Icon Set,Icon Set design featuring branding for the Cyclone Turbine launch.,2013-09-17,Active,North America,//assets.internal/VortexIndustries/Brand/Icon_Set/Icon_Set_98.zip,Use on light backgrounds only. Maintain 20px clear space.,not used
BA-1099,Stellar Systems,Social Media Banner,Social Media Banner design featuring branding for the Orion Suite launch.,2015-01-20,Archived,North America,//assets.internal/StellarSystems/Brand/Social_Media_Banner/Social_Media_Banner_99.jpg,Use on light backgrounds only. Maintain 20px clear space.,Brand Unification 2023
BA-1100,Orion Marketing,Logo,"Primary company logo for Orion Marketing applied to the Stardust SEO product line.",2024-03-12,Archived,Global,//assets.internal/OrionMarketing/Brand/Logo/Logo_100.svg,Approved for all digital and print marketing materials.,not used
BA-1101,Terra Firma Corp.,Social Media Banner,Social Media Banner design featuring branding for the Keystone Security launch.,2016-06-25,In Review,North America,//assets.internal/TerraFirmaCorp/Brand/Social_Media_Banner/Social_Media_Banner_101.jpg,For internal use only. Not for public distribution.,NextGen Launch
BA-1102,Momentum Labs,Color Palette,"Official brand color palette for Momentum Labs including primary secondary and accent colors.",2013-08-25,Archived,Global,//assets.internal/MomentumLabs/Brand/Color_Palette/Color_Palette_102.ase,Requires legal approval before external use.,not used
BA-1103,Solstice Media,Secondary Font,Standard Secondary Font asset for general corporate use by Solstice Media.,2014-04-22,Active,Global,//assets.internal/SolsticeMedia/Brand/Secondary_Font/Secondary_Font_103.ttf,Print-only. Use CMYK values from the brand guide.,Q3 Growth Initiative
BA-1104,Innovate Inc.,Jingle,Standard Jingle asset for general corporate use by Innovate Inc.,2022-09-04,Active,Global,//assets.internal/InnovateInc/Brand/Jingle/Jingle_104.mp3,Requires legal approval before external use.,not used
BA-1105,Zenith Dynamics,Logo,"Primary company logo for Zenith Dynamics applied to the Momentum ERP product line.",2005-02-14,Active,APAC,//assets.internal/ZenithDynamics/Brand/Logo/Logo_105.svg,Web-only. Use Hex codes #XXXXXX #YYYYYY #ZZZZZZ.,not used
BA-1106,AetherWorks,Wordmark,"The official Wordmark for AetherWorks used on Cloudstrider marketing materials.",2013-07-28,Active,Global,//assets.internal/AetherWorks/Brand/Wordmark/Wordmark_106.eps,Must be accompanied by the official company wordmark.,not used
BA-1107,Pinnacle Brands,Brand Mascot,"Character illustration for Pinnacle Brands featured in the Alpine Snack Bar advertising campaign.",2011-04-18,Active,Global,//assets.internal/PinnacleBrands/Brand/Brand_Mascot/Brand_Mascot_107.ai,Do not stretch alter or recolor. Primary use only.,not used
BA-1108,AquaSphere Tech,Brand Guidelines PDF,"Comprehensive PDF document outlining all brand usage rules for AquaSphere Tech.",2021-03-18,Archived,North America,//assets.internal/AquaSphereTech/Brand/Brand_Guidelines_PDF/Brand_Guidelines_PDF_108.pdf,Do not stretch alter or recolor. Primary use only.,not used
BA-1109,Apex Digital,Logo,"Primary company logo for Apex Digital applied to the Pinnacle Ad-Suite product line.",2012-07-06,Active,Global,//assets.internal/ApexDigital/Brand/Logo/Logo_109.svg,Do not stretch alter or recolor. Primary use only.,Summer Splash Sale
BA-1110,Apex Digital,Logo,"Primary company logo for Apex Digital applied to the Pinnacle Ad-Suite product line.",2012-04-18,Active,Global,//assets.internal/ApexDigital/Brand/Logo/Logo_110.svg,Use on light backgrounds only. Maintain 20px clear space.,not used
BA-1111,Pinnacle Brands,Product Packaging Design,Official product packaging design for the Everest Jacket consumer release.,2020-04-20,Active,EMEA,//assets.internal/PinnacleBrands/Brand/Product_Packaging_Design/Product_Packaging_Design_111.pdf,Use on light backgrounds only. Maintain 20px clear space.,Summer Splash Sale
BA-1112,AquaSphere Tech,Wordmark,"The official Wordmark for AquaSphere Tech used on Poseidon Sensor marketing materials.",2018-09-12,Active,Global,//assets.internal/AquaSphereTech/Brand/Wordmark/Wordmark_112.eps,Do not stretch alter or recolor. Primary use only.,not used
BA-1113,Momentum Labs,Email Signature,Standard Email Signature asset for general corporate use by Momentum Labs.,2020-02-09,Active,Global,//assets.internal/MomentumLabs/Brand/Email_Signature/Email_Signature_113.html,Requires legal approval before external use.,not used
BA-1114,Innovate Inc.,Jingle,Standard Jingle asset for general corporate use by Innovate Inc.,2016-09-02,Active,EMEA,//assets.internal/InnovateInc/Brand/Jingle/Jingle_114.mp3,For internal use only. Not for public distribution.,not used
BA-1115,Apex Digital,Storefront Signage,Storefront Signage design featuring branding for the Crest CMS launch.,2012-01-09,Active,North America,//assets.internal/ApexDigital/Brand/Storefront_Signage/Storefront_Signage_115.pdf,Approved for all digital and print marketing materials.,not used
BA-1116,Stellar Systems,Presentation Template,Standard Presentation Template asset for general corporate use by Stellar Systems.,2016-03-01,In Review,North America,//assets.internal/StellarSystems/Brand/Presentation_Template/Presentation_Template_116.pptx,Use on light backgrounds only. Maintain 20px clear space.,not used
BA-1117,QuantumLeap Solutions,Storefront Signage,Storefront Signage design featuring branding for the Neutron Drive launch.,2010-09-22,Archived,Global,//assets.internal/QuantumLeapSolutions/Brand/Storefront_Signage/Storefront_Signage_117.pdf,Requires legal approval before external use.,not used
BA-1118,Fusion Core,Icon Set,Icon Set design featuring branding for the Element X Reactor launch.,2018-04-22,Active,Global,//assets.internal/FusionCore/Brand/Icon_Set/Icon_Set_118.zip,Must be accompanied by the official company wordmark.,not used
BA-1119,Apex Digital,Secondary Font,Standard Secondary Font asset for general corporate use by Apex Digital.,2007-06-25,Active,North America,//assets.internal/ApexDigital/Brand/Secondary_Font/Secondary_Font_119.ttf,Approved for all digital and print marketing materials.,not used
BA-1120,Solstice Media,Secondary Font,Standard Secondary Font asset for general corporate use by Solstice Media.,2006-12-07,Active,North America,//assets.internal/SolsticeMedia/Brand/Secondary_Font/Secondary_Font_120.ttf,Minimum size 50px width. Refer to brand guidelines for full details.,not used
BA-1121,Pinnacle Brands,Brand Mascot,"Character illustration for Pinnacle Brands featured in the Everest Jacket advertising campaign.",2009-08-01,Archived,EMEA,//assets.internal/PinnacleBrands/Brand/Brand_Mascot/Brand_Mascot_121.ai,Web-only. Use Hex codes #XXXXXX #YYYYYY #ZZZZZZ.,not used
BA-1122,Synergy Group,Product Packaging Design,Official product packaging design for the Concord Project Manager consumer release.,2009-08-25,Active,Global,//assets.internal/SynergyGroup/Brand/Product_Packaging_Design/Product_Packaging_Design_122.pdf,Web-only. Use Hex codes #XXXXXX #YYYYYY #ZZZZZZ.,Brand Unification 2023
BA-1123,Nexus Innovations,Logomark,"The official Logomark for Nexus Innovations used on Node Framework marketing materials.",2017-09-07,Archived,EMEA,//assets.internal/NexusInnovations/Brand/Logomark/Logomark_123.png,Use on light backgrounds only. Maintain 20px clear space.,Spring Refresh
BA-1124,Innovate Inc.,Jingle,Standard Jingle asset for general corporate use by Innovate Inc.,2016-12-25,Active,North America,//assets.internal/InnovateInc/Brand/Jingle/Jingle_124.mp3,Use on light backgrounds only. Maintain 20px clear space.,not used
BA-1125,AetherWorks,Logomark,"The official Logomark for AetherWorks used on Cloudstrider marketing materials.",2006-03-01,Active,North America,//assets.internal/AetherWorks/Brand/Logomark/Logomark_125.png,Requires legal approval before external use.,not used
BA-1126,Equinox Ventures,Jingle,Standard Jingle asset for general corporate use by Equinox Ventures.,2019-07-28,In Review,North America,//assets.internal/EquinoxVentures/Brand/Jingle/Jingle_126.mp3,Approved for all digital and print marketing materials.,not used
BA-1127,Apex Digital,Logomark,"The official Logomark for Apex Digital used on Pinnacle Ad-Suite marketing materials.",2005-02-19,Active,APAC,//assets.internal/ApexDigital/Brand/Logomark/Logomark_127.png,For internal use only. Not for public distribution.,not used
BA-1128,Terra Firma Corp.,Secondary Font,Standard Secondary Font asset for general corporate use by Terra Firma Corp.,2023-01-20,Active,EMEA,//assets.internal/TerraFirmaCorp/Brand/Secondary_Font/Secondary_Font_128.ttf,For internal use only. Not for public distribution.,NextGen Launch
BA-1129,Helios Energy,Brand Guidelines PDF,"Comprehensive PDF document outlining all brand usage rules for Helios Energy.",2010-09-02,Retired,North America,//assets.internal/HeliosEnergy/Brand/Brand_Guidelines_PDF/Brand_Guidelines_PDF_129.pdf,Use on light backgrounds only. Maintain 20px clear space.,not used
BA-1130,Evolve Creative,Wordmark,"The official Wordmark for Evolve Creative used on Apex Animator marketing materials.",2016-10-18,Active,Global,//assets.internal/EvolveCreative/Brand/Wordmark/Wordmark_130.eps,For internal use only. Not for public distribution.,not used
BA-1131,Evolve Creative,Product Packaging Design,Official product packaging design for the Genesis Design Suite consumer release.,2016-01-28,In Review,EMEA,//assets.internal/EvolveCreative/Brand/Product_Packaging_Design/Product_Packaging_Design_131.pdf,Requires legal approval before external use.,not used
BA-1132,Synergy Group,Product Packaging Design,Official product packaging design for the Harmony HR consumer release.,2009-07-16,Active,North America,//assets.internal/SynergyGroup/Brand/Product_Packaging_Design/Product_Packaging_Design_132.pdf,Approved for all digital and print marketing materials.,not used
BA-1133,Synergy Group,Presentation Template,Standard Presentation Template asset for general corporate use by Synergy Group.,2018-09-17,Archived,Global,//assets.internal/SynergyGroup/Brand/Presentation_Template/Presentation_Template_133.pptx,Approved for all digital and print marketing materials.,not used
BA-1134,Equinox Ventures,Slogan/Tagline,Standard Slogan/Tagline asset for general corporate use by Equinox Ventures.,2005-02-09,Active,North America,//assets.internal/EquinoxVentures/Brand/Slogan_Tagline/Slogan_Tagline_134.txt,Use on light backgrounds only. Maintain 20px clear space.,NextGen Launch
BA-1135,Helios Energy,Color Palette,"Official brand color palette for Helios Energy including primary secondary and accent colors.",2010-06-13,Active,EMEA,//assets.internal/HeliosEnergy/Brand/Color_Palette/Color_Palette_135.ase,For internal use only. Not for public distribution.,not used
BA-1136,Solstice Media,Secondary Font,Standard Secondary Font asset for general corporate use by Solstice Media.,2025-09-02,Active,North America,//assets.internal/SolsticeMedia/Brand/Secondary_Font/Secondary_Font_136.ttf,Minimum size 50px width. Refer to brand guidelines for full details.,not used
BA-1137,Pinnacle Brands,Brand Mascot,"Character illustration for Pinnacle Brands featured in the Alpine Snack Bar advertising campaign.",2005-08-25,Active,Global,//assets.internal/PinnacleBrands/Brand/Brand_Mascot/Brand_Mascot_137.ai,Do not stretch alter or recolor. Primary use only.,Q3 Growth Initiative
BA-1138,Synergy Group,Slogan/Tagline,Standard Slogan/Tagline asset for general corporate use by Synergy Group.,2020-03-24,Active,Global,//assets.internal/SynergyGroup/Brand/Slogan_Tagline/Slogan_Tagline_138.txt,Minimum size 50px width. Refer to brand guidelines for full details.,not used
BA-1139,Vortex Industries,Icon Set,Icon Set design featuring branding for the Cyclone Turbine launch.,2023-08-01,Active,Global,//assets.internal/VortexIndustries/Brand/Icon_Set/Icon_Set_139.zip,Use on light backgrounds only. Maintain 20px clear space.,not used
BA-1140,Evolve Creative,Primary Font,Standard Primary Font asset for general corporate use by Evolve Creative.,2009-02-14,In Review,LATAM,//assets.internal/EvolveCreative/Brand/Primary_Font/Primary_Font_140.otf,Must be accompanied by the official company wordmark.,not used
BA-1141,Innovate Inc.,Slogan/Tagline,Standard Slogan/Tagline asset for general corporate use by Innovate Inc.,2025-06-03,Active,North America,//assets.internal/InnovateInc/Brand/Slogan_Tagline/Slogan_Tagline_141.txt,For internal use only. Not for public distribution.,not used
BA-1142,Innovate Inc.,Secondary Font,Standard Secondary Font asset for general corporate use by Innovate Inc.,2023-01-22,Active,Global,//assets.internal/InnovateInc/Brand/Secondary_Font/Secondary_Font_142.ttf,Print-only. Use CMYK values from the brand guide.,not used
BA-1143,QuantumLeap Solutions,Secondary Font,Standard Secondary Font asset for general corporate use by QuantumLeap Solutions.,2024-04-22,Active,Global,//assets.internal/QuantumLeapSolutions/Brand/Secondary_Font/Secondary_Font_143.ttf,Print-only. Use CMYK values from the brand guide.,not used
BA-1144,AetherWorks,Social Media Banner,Social Media Banner design featuring branding for the Cloudstrider launch.,2012-07-28,Active,Global,//assets.internal/AetherWorks/Brand/Social_Media_Banner/Social_Media_Banner_144.jpg,Print-only. Use CMYK values from the brand guide.,Brand Unification 2023
BA-1145,Fusion Core,Wordmark,"The official Wordmark for Fusion Core used on Molecule Monitor marketing materials.",2018-09-04,Archived,Global,//assets.internal/FusionCore/Brand/Wordmark/Wordmark_145.eps,Requires legal approval before external use.,not used
BA-1146,Catalyst Co.,Primary Font,Standard Primary Font asset for general corporate use by Catalyst Co.,2015-09-17,Active,North America,//assets.internal/CatalystCo/Brand/Primary_Font/Primary_Font_146.otf,Print-only. Use CMYK values from the brand guide.,not used
BA-1147,Stellar Systems,Social Media Banner,Social Media Banner design featuring branding for the Galaxy Watch launch.,2022-04-18,Active,North America,//assets.internal/StellarSystems/Brand/Social_Media_Banner/Social_Media_Banner_147.jpg,Do not stretch alter or recolor. Primary use only.,not used
BA-1148,Orion Marketing,Jingle,Standard Jingle asset for general corporate use by Orion Marketing.,2015-05-12,Active,North America,//assets.internal/OrionMarketing/Brand/Jingle/Jingle_148.mp3,Approved for all digital and print marketing materials.,not used
BA-1149,Zenith Dynamics,Social Media Banner,Social Media Banner design featuring branding for the Apex Controller launch.,2012-01-20,Active,EMEA,//assets.internal/ZenithDynamics/Brand/Social_Media_Banner/Social_Media_Banner_149.jpg,Print-only. Use CMYK values from the brand guide.,NextGen Launch
BA-1150,Fusion Core,Icon Set,Icon Set design featuring branding for the Isotope App launch.,2010-09-29,Active,EMEA,//assets.internal/FusionCore/Brand/Icon_Set/Icon_Set_150.zip,Approved for all digital and print marketing materials.,Summer Splash Sale
BA-1151,Fusion Core,Brand Guidelines PDF,"Comprehensive PDF document outlining all brand usage rules for Fusion Core.",2021-04-20,Active,North America,//assets.internal/FusionCore/Brand/Brand_Guidelines_PDF/Brand_Guidelines_PDF_151.pdf,Use on light backgrounds only. Maintain 20px clear space.,not used
BA-1152,Vortex Industries,Brand Mascot,"Character illustration for Vortex Industries featured in the Typhoon Pump advertising campaign.",2019-06-18,Archived,North America,//assets.internal/VortexIndustries/Brand/Brand_Mascot/Brand_Mascot_152.ai,For internal use only. Not for public distribution.,NextGen Launch
BA-1153,Stellar Systems,Primary Font,Standard Primary Font asset for general corporate use by Stellar Systems.,2019-09-12,Active,North America,//assets.internal/StellarSystems/Brand/Primary_Font/Primary_Font_153.otf,Use on light backgrounds only. Maintain 20px clear space.,not used
BA-1154,Apex Digital,Logo,"Primary company logo for Apex Digital applied to the Summit SEO product line.",2005-09-22,Active,North America,//assets.internal/ApexDigital/Brand/Logo/Logo_154.svg,Use on light backgrounds only. Maintain 20px clear space.,not used
BA-1155,AquaSphere Tech,Wordmark,"The official Wordmark for AquaSphere Tech used on Hydra OS marketing materials.",2014-06-05,Archived,APAC,//assets.internal/AquaSphereTech/Brand/Wordmark/Wordmark_155.eps,Requires legal approval before external use.,not used
BA-1156,Fusion Core,Wordmark,"The official Wordmark for Fusion Core used on Element X Reactor marketing materials.",2012-02-09,Active,EMEA,//assets.internal/FusionCore/Brand/Wordmark/Wordmark_156.eps,Do not stretch alter or recolor. Primary use only.,not used
BA-1157,Catalyst Co.,Secondary Font,Standard Secondary Font asset for general corporate use by Catalyst Co.,2025-07-06,Active,Global,//assets.internal/CatalystCo/Brand/Secondary_Font/Secondary_Font_157.ttf,For internal use only. Not for public distribution.,not used
BA-1158,Zenith Dynamics,Secondary Font,Standard Secondary Font asset for general corporate use by Zenith Dynamics.,2009-08-01,Archived,North America,//assets.internal/ZenithDynamics/Brand/Secondary_Font/Secondary_Font_158.ttf,Approved for all digital and print marketing materials.,Future Forward 2025
BA-1159,Evolve Creative,Wordmark,"The official Wordmark for Evolve Creative used on Apex Animator marketing materials.",2015-06-13,Active,North America,//assets.internal/EvolveCreative/Brand/Wordmark/Wordmark_159.eps,Requires legal approval before external use.,NextGen Launch
BA-1160,Momentum Labs,Email Signature,Standard Email Signature asset for general corporate use by Momentum Labs.,2021-08-01,Active,Global,//assets.internal/MomentumLabs/Brand/Email_Signature/Email_Signature_160.html,Minimum size 50px width. Refer to brand guidelines for full details.,not used
BA-1161,Solstice Media,Brand Guidelines PDF,"Comprehensive PDF document outlining all brand usage rules for Solstice Media.",2024-03-09,Active,Global,//assets.internal/SolsticeMedia/Brand/Brand_Guidelines_PDF/Brand_Guidelines_PDF_161.pdf,Requires legal approval before external use.,Year-End Review 2024
BA-1162,Catalyst Co.,Brand Mascot,"Character illustration for Catalyst Co. featured in the Ignition Starter Kit advertising campaign.",2021-01-20,Active,EMEA,//assets.internal/CatalystCo/Brand/Brand_Mascot/Brand_Mascot_162.ai,Use on light backgrounds only. Maintain 20px clear space.,Innovate & Elevate
BA-1163,Solstice Media,Color Palette,"Official brand color palette for Solstice Media including primary secondary and accent colors.",2019-10-18,Active,North America,//assets.internal/SolsticeMedia/Brand/Color_Palette/Color_Palette_163.ase,Do not stretch alter or recolor. Primary use only.,not used
BA-1164,AetherWorks,Storefront Signage,Storefront Signage design featuring branding for the Cloudstrider launch.,2016-01-20,Archived,APAC,//assets.internal/AetherWorks/Brand/Storefront_Signage/Storefront_Signage_164.pdf,Print-only. Use CMYK values from the brand guide.,not used
BA-1165,Solstice Media,Slogan/Tagline,Standard Slogan/Tagline asset for general corporate use by Solstice Media.,2012-07-28,Active,EMEA,//assets.internal/SolsticeMedia/Brand/Slogan_Tagline/Slogan_Tagline_165.txt,Requires legal approval before external use.,not used
BA-1166,Pinnacle Brands,Brand Guidelines PDF,"Comprehensive PDF document outlining all brand usage rules for Pinnacle Brands.",2013-10-02,Archived,APAC,//assets.internal/PinnacleBrands/Brand/Brand_Guidelines_PDF/Brand_Guidelines_PDF_166.pdf,Must be accompanied by the official company wordmark.,not used
BA-1167,Orion Marketing,Social Media Banner,Social Media Banner design featuring branding for the Stardust SEO launch.,2011-04-18,Active,Global,//assets.internal/OrionMarketing/Brand/Social_Media_Banner/Social_Media_Banner_167.jpg,Do not stretch alter or recolor. Primary use only.,not used
BA-1168,Zenith Dynamics,Social Media Banner,Social Media Banner design featuring branding for the Vertex AI launch.,2007-06-18,Active,North America,//assets.internal/ZenithDynamics/Brand/Social_Media_Banner/Social_Media_Banner_168.jpg,For internal use only. Not for public distribution.,not used
BA-1169,Stellar Systems,Primary Font,Standard Primary Font asset for general corporate use by Stellar Systems.,2014-06-12,Active,North America,//assets.internal/StellarSystems/Brand/Primary_Font/Primary_Font_169.otf,Requires legal approval before external use.,Spring Refresh
BA-1170,Orion Marketing,Jingle,Standard Jingle asset for general corporate use by Orion Marketing.,2015-08-16,Active,Global,//assets.internal/OrionMarketing/Brand/Jingle/Jingle_170.mp3,Requires legal approval before external use.,not used
BA-1171,Helios Energy,Icon Set,Icon Set design featuring branding for the Solaris Panel launch.,2010-09-02,Active,Global,//assets.internal/HeliosEnergy/Brand/Icon_Set/Icon_Set_171.zip,Approved for all digital and print marketing materials.,not used
BA-1172,Catalyst Co.,Brand Mascot,"Character illustration for Catalyst Co. featured in the Ignition Starter Kit advertising campaign.",2024-03-01,Active,EMEA,//assets.internal/CatalystCo/Brand/Brand_Mascot/Brand_Mascot_172.ai,Approved for all digital and print marketing materials.,not used
BA-1173,Fusion Core,Wordmark,"The official Wordmark for Fusion Core used on Isotope App marketing materials.",2016-12-19,Archived,North America,//assets.internal/FusionCore/Brand/Wordmark/Wordmark_173.eps,Approved for all digital and print marketing materials.,not used
BA-1174,AquaSphere Tech,Secondary Font,Standard Secondary Font asset for general corporate use by AquaSphere Tech.,2010-07-16,Archived,North America,//assets.internal/AquaSphereTech/Brand/Secondary_Font/Secondary_Font_174.ttf,Approved for all digital and print marketing materials.,not used
BA-1175,Catalyst Co.,Secondary Font,Standard Secondary Font asset for general corporate use by Catalyst Co.,2009-08-27,Active,North America,//assets.internal/CatalystCo/Brand/Secondary_Font/Secondary_Font_175.ttf,Print-only. Use CMYK values from the brand guide.,not used
BA-1176,Equinox Ventures,Jingle,Standard Jingle asset for general corporate use by Equinox Ventures.,2019-07-28,Active,Global,//assets.internal/EquinoxVentures/Brand/Jingle/Jingle_176.mp3,Approved for all digital and print marketing materials.,not used
BA-1177,AetherWorks,Logomark,"The official Logomark for AetherWorks used on Sky-Form marketing materials.",2019-08-27,Active,EMEA,//assets.internal/AetherWorks/Brand/Logomark/Logomark_177.png,Requires legal approval before external use.,not used
BA-1178,Zenith Dynamics,Social Media Banner,Social Media Banner design featuring branding for the Vertex AI launch.,2020-03-12,Active,Global,//assets.internal/ZenithDynamics/Brand/Social_Media_Banner/Social_Media_Banner_178.jpg,Must be accompanied by the official company wordmark.,Q3 Growth Initiative
BA-1179,Pinnacle Brands,Brand Guidelines PDF,"Comprehensive PDF document outlining all brand usage rules for Pinnacle Brands.",2006-03-24,Active,Global,//assets.internal/PinnacleBrands/Brand/Brand_Guidelines_PDF/Brand_Guidelines_PDF_179.pdf,Use on light backgrounds only. Maintain 20px clear space.,not used
BA-1180,Solstice Media,Secondary Font,Standard Secondary Font asset for general corporate use by Solstice Media.,2009-05-24,Active,North America,//assets.internal/SolsticeMedia/Brand/Secondary_Font/Secondary_Font_180.ttf,Approved for all digital and print marketing materials.,not used
BA-1181,AetherWorks,Logomark,"The official Logomark for AetherWorks used on Sky-Form marketing materials.",2015-05-18,Active,North America,//assets.internal/AetherWorks/Brand/Logomark/Logomark_181.png,Minimum size 50px width. Refer to brand guidelines for full details.,not used
BA-1182,Orion Marketing,Social Media Banner,Social Media Banner design featuring branding for the Nebula Reach launch.,2020-09-02,Archived,Global,//assets.internal/OrionMarketing/Brand/Social_Media_Banner/Social_Media_Banner_182.jpg,Must be accompanied by the official company wordmark.,not used
BA-1183,Synergy Group,Storefront Signage,Storefront Signage design featuring branding for the Unite Platform launch.,2007-06-18,Active,North America,//assets.internal/SynergyGroup/Brand/Storefront_Signage/Storefront_Signage_183.pdf,Use on light backgrounds only. Maintain 20px clear space.,not used
BA-1184,Zenith Dynamics,Logo,"Primary company logo for Zenith Dynamics applied to the Vertex AI product line.",2024-03-24,Active,North America,//assets.internal/ZenithDynamics/Brand/Logo/Logo_184.svg,Use on light backgrounds only. Maintain 20px clear space.,not used
BA-1185,Evolve Creative,Wordmark,"The official Wordmark for Evolve Creative used on Apex Animator marketing materials.",2011-09-17,Active,North America,//assets.internal/EvolveCreative/Brand/Wordmark/Wordmark_185.eps,Requires legal approval before external use.,not used
BA-1186,Pinnacle Brands,Product Packaging Design,Official product packaging design for the Alpine Snack Bar consumer release.,2021-03-23,Active,Global,//assets.internal/PinnacleBrands/Brand/Product_Packaging_Design/Product_Packaging_Design_186.pdf,Do not stretch alter or recolor. Primary use only.,not used
BA-1187,Catalyst Co.,Brand Mascot,"Character illustration for Catalyst Co. featured in the Spark Module advertising campaign.",2023-01-20,Active,EMEA,//assets.internal/CatalystCo/Brand/Brand_Mascot/Brand_Mascot_187.ai,Do not stretch alter or recolor. Primary use only.,not used
BA-1188,Apex Digital,Secondary Font,Standard Secondary Font asset for general corporate use by Apex Digital.,2016-12-04,Archived,Global,//assets.internal/ApexDigital/Brand/Secondary_Font/Secondary_Font_188.ttf,Use on light backgrounds only. Maintain 20px clear space.,not used
BA-1189,Innovate Inc.,Slogan/Tagline,Standard Slogan/Tagline asset for general corporate use by Innovate Inc.,2022-09-24,In Review,North America,//assets.internal/InnovateInc/Brand/Slogan_Tagline/Slogan_Tagline_189.txt,Use on light backgrounds only. Maintain 20px clear space.,Brand Unification 2023
BA-1190,Stellar Systems,Social Media Banner,Social Media Banner design featuring branding for the Starship OS launch.,2009-06-13,Active,EMEA,//assets.internal/StellarSystems/Brand/Social_Media_Banner/Social_Media_Banner_190.jpg,Use on light backgrounds only. Maintain 20px clear space.,not used
BA-1191,Terra Firma Corp.,Secondary Font,Standard Secondary Font asset for general corporate use by Terra Firma Corp.,2015-12-14,Active,Global,//assets.internal/TerraFirmaCorp/Brand/Secondary_Font/Secondary_Font_191.ttf,Minimum size 50px width. Refer to brand guidelines for full details.,not used
