Asset ID,Product Name,Asset Type,Description,Deployment Date,Status,Region,File Path,Usage Guidelines,Associated Campaign
BA-1192,Nexus Innovations,Logo,"Primary company logo for Nexus Innovations applied to the Node Framework product line.",2005-02-12,Archived,Global,//assets.internal/NexusInnovations/Brand/Logo/Logo_192.svg,Approved for all digital and print marketing materials.,not used
BA-1193,Helios Energy,Brand Mascot,"Character illustration for Helios Energy featured in the Solaris Panel advertising campaign.",2019-12-19,Active,APAC,//assets.internal/HeliosEnergy/Brand/Brand_Mascot/Brand_Mascot_193.ai,Web-only. Use Hex codes #XXXXXX #YYYYYY #ZZZZZZ.,not used
BA-1194,Evolve Creative,Primary Font,Standard Primary Font asset for general corporate use by Evolve Creative.,2010-09-24,Archived,North America,//assets.internal/EvolveCreative/Brand/Primary_Font/Primary_Font_194.otf,Requires legal approval before external use.,not used
BA-1195,AquaSphere Tech,Wordmark,"The official Wordmark for AquaSphere Tech used on Poseidon Sensor marketing materials.",2018-09-02,Active,APAC,//assets.internal/AquaSphereTech/Brand/Wordmark/Wordmark_195.eps,Requires legal approval before external use.,not used
BA-1196,Catalyst Co.,Primary Font,Standard Primary Font asset for general corporate use by Catalyst Co.,2014-03-24,Active,North America,//assets.internal/CatalystCo/Brand/Primary_Font/Primary_Font_196.otf,For internal use only. Not for public distribution.,not used
BA-1197,Innovate Inc.,Brand Guidelines PDF,"Comprehensive PDF document outlining all brand usage rules for Innovate Inc.",2011-04-20,Active,EMEA,//assets.internal/InnovateInc/Brand/Brand_Guidelines_PDF/Brand_Guidelines_PDF_197.pdf,Requires legal approval before external use.,not used
BA-1198,Pinnacle Brands,Product Packaging Design,Official product packaging design for the K2 Backpack consumer release.,2020-05-18,Active,Global,//assets.internal/PinnacleBrands/Brand/Product_Packaging_Design/Product_Packaging_Design_198.pdf,Use on light backgrounds only. Maintain 20px clear space.,not used
BA-1199,Nexus Innovations,Slogan/Tagline,Standard Slogan/Tagline asset for general corporate use by Nexus Innovations.,2012-07-06,Active,EMEA,//assets.internal/NexusInnovations/Brand/Slogan_Tagline/Slogan_Tagline_199.txt,Use on light backgrounds only. Maintain 20px clear space.,not used
BA-1200,Fusion Core,Color Palette,"Official brand color palette for Fusion Core including primary secondary and accent colors.",2015-05-24,Active,North America,//assets.internal/FusionCore/Brand/Color_Palette/Color_Palette_200.ase,Approved for all digital and print marketing materials.,not used
BA-1201,Orion Marketing,Social Media Banner,Social Media Banner design featuring branding for the Constellation Ads launch.,2022-06-03,Active,North America,//assets.internal/OrionMarketing/Brand/Social_Media_Banner/Social_Media_Banner_201.jpg,Do not stretch alter or recolor. Primary use only.,not used
BA-1202,Innovate Inc.,Slogan/Tagline,Standard Slogan/Tagline asset for general corporate use by Innovate Inc.,2010-01-09,Retired,North America,//assets.internal/InnovateInc/Brand/Slogan_Tagline/Slogan_Tagline_202.txt,Print-only. Use CMYK values from the brand guide.,not used
BA-1203,Solstice Media,Secondary Font,Standard Secondary Font asset for general corporate use by Solstice Media.,2009-02-14,Active,North America,//assets.internal/SolsticeMedia/Brand/Secondary_Font/Secondary_Font_203.ttf,Print-only. Use CMYK values from the brand guide.,not used
BA-1204,AquaSphere Tech,Wordmark,"The official Wordmark for AquaSphere Tech used on Triton Water Purifier marketing materials.",2011-06-13,Active,EMEA,//assets.internal/AquaSphereTech/Brand/Wordmark/Wordmark_204.eps,Requires legal approval before external use.,not used
BA-1205,Nexus Innovations,Slogan/Tagline,Standard Slogan/Tagline asset for general corporate use by Nexus Innovations.,2019-09-17,Active,North America,//assets.internal/NexusInnovations/Brand/Slogan_Tagline/Slogan_Tagline_205.txt,Web-only. Use Hex codes #XXXXXX #YYYYYY #ZZZZZZ.,not used
BA-1206,Evolve Creative,Primary Font,Standard Primary Font asset for general corporate use by Evolve Creative.,2018-09-02,Active,Global,//assets.internal/EvolveCreative/Brand/Primary_Font/Primary_Font_206.otf,Print-only. Use CMYK values from the brand guide.,not used
BA-1207,Vortex Industries,Icon Set,Icon Set design featuring branding for the Typhoon Pump launch.,2021-09-29,Active,Global,//assets.internal/VortexIndustries/Brand/Icon_Set/Icon_Set_207.zip,Minimum size 50px width. Refer to brand guidelines for full details.,not used
BA-1208,Nexus Innovations,Presentation Template,Standard Presentation Template asset for general corporate use by Nexus Innovations.,2023-01-20,Active,EMEA,//assets.internal/NexusInnovations/Brand/Presentation_Template/Presentation_Template_208.pptx,Approved for all digital and print marketing materials.,not used
BA-1209,Apex Digital,Logo,"Primary company logo for Apex Digital applied to the Crest CMS product line.",2014-06-13,Active,Global,//assets.internal/ApexDigital/Brand/Logo/Logo_209.svg,Minimum size 50px width. Refer to brand guidelines for full details.,not used
BA-1210,QuantumLeap Solutions,Video Intro/Outro,Video Intro/Outro design featuring branding for the Electron App launch.,2006-03-22,Archived,Global,//assets.internal/QuantumLeapSolutions/Brand/Video_IntroOutro/Video_IntroOutro_210.mp4,Must be accompanied by the official company wordmark.,not used
BA-1211,Synergy Group,Color Palette,"Official brand color palette for Synergy Group including primary secondary and accent colors.",2011-01-20,Active,APAC,//assets.internal/SynergyGroup/Brand/Color_Palette/Color_Palette_211.ase,Use on light backgrounds only. Maintain 20px clear space.,not used
BA-1212,Helios Energy,Color Palette,"Official brand color palette for Helios Energy including primary secondary and accent colors.",2017-06-25,Active,Global,//assets.internal/HeliosEnergy/Brand/Color_Palette/Color_Palette_212.ase,Minimum size 50px width. Refer to brand guidelines for full details.,not used
BA-1213,AetherWorks,Logomark,"The official Logomark for AetherWorks used on Sky-Form marketing materials.",2015-08-01,Archived,North America,//assets.internal/AetherWorks/Brand/Logomark/Logomark_213.png,Use on light backgrounds only. Maintain 20px clear space.,not used
BA-1214,Catalyst Co.,Secondary Font,Standard Secondary Font asset for general corporate use by Catalyst Co.,2009-09-17,Active,North America,//assets.internal/CatalystCo/Brand/Secondary_Font/Secondary_Font_214.ttf,Must be accompanied by the official company wordmark.,not used
BA-1215,Innovate Inc.,Slogan/Tagline,Standard Slogan/Tagline asset for general corporate use by Innovate Inc.,2012-04-18,Archived,North America,//assets.internal/InnovateInc/Brand/Slogan_Tagline/Slogan_Tagline_215.txt,Web-only. Use Hex codes #XXXXXX #YYYYYY #ZZZZZZ.,not used
BA-1216,Terra Firma Corp.,Secondary Font,Standard Secondary Font asset for general corporate use by Terra Firma Corp.,2024-03-01,Active,Global,//assets.internal/TerraFirmaCorp/Brand/Secondary_Font/Secondary_Font_216.ttf,Minimum size 50px width. Refer to brand guidelines for full details.,Summer Splash Sale
BA-1217,AetherWorks,Wordmark,"The official Wordmark for AetherWorks used on Sky-Form marketing materials.",2019-12-04,Archived,Global,//assets.internal/AetherWorks/Brand/Wordmark/Wordmark_217.eps,Approved for all digital and print marketing materials.,Future Forward 2025
BA-1218,Orion Marketing,Jingle,Standard Jingle asset for general corporate use by Orion Marketing.,2023-01-20,Active,EMEA,//assets.internal/OrionMarketing/Brand/Jingle/Jingle_218.mp3,Must be accompanied by the official company wordmark.,not used
BA-1219,Evolve Creative,Icon Set,Icon Set design featuring branding for the Apex Animator launch.,2020-03-24,Archived,North America,//assets.internal/EvolveCreative/Brand/Icon_Set/Icon_Set_219.zip,Minimum size 50px width. Refer to brand guidelines for full details.,not used
BA-1220,Terra Firma Corp.,Social Media Banner,Social Media Banner design featuring branding for the Foundation DB launch.,2018-09-02,Active,APAC,//assets.internal/TerraFirmaCorp/Brand/Social_Media_Banner/Social_Media_Banner_220.jpg,Use on light backgrounds only. Maintain 20px clear space.,not used
BA-1221,Vortex Industries,Brand Mascot,"Character illustration for Vortex Industries featured in the Cyclone Turbine advertising campaign.",2024-03-12,Active,APAC,//assets.internal/VortexIndustries/Brand/Brand_Mascot/Brand_Mascot_221.ai,Web-only. Use Hex codes #XXXXXX #YYYYYY #ZZZZZZ.,not used
BA-1222,Helios Energy,Icon Set,Icon Set design featuring branding for the Sunstone Battery launch.,2010-09-12,Active,Global,//assets.internal/HeliosEnergy/Brand/Icon_Set/Icon_Set_222.zip,Print-only. Use CMYK values from the brand guide.,not used
BA-1223,Stellar Systems,Social Media Banner,Social Media Banner design featuring branding for the Starship OS launch.,2009-08-25,Active,North America,//assets.internal/StellarSystems/Brand/Social_Media_Banner/Social_Media_Banner_223.jpg,For internal use only. Not for public distribution.,not used
BA-1224,Stellar Systems,Slogan/Tagline,Standard Slogan/Tagline asset for general corporate use by Stellar Systems.,2012-07-28,In Review,North America,//assets.internal/StellarSystems/Brand/Slogan_Tagline/Slogan_Tagline_224.txt,For internal use only. Not for public distribution.,not used
BA-1225,AquaSphere Tech,Wordmark,"The official Wordmark for AquaSphere Tech used on Poseidon Sensor marketing materials.",2015-05-18,In Review,North America,//assets.internal/AquaSphereTech/Brand/Wordmark/Wordmark_225.eps,Requires legal approval before external use.,not used
BA-1226,Synergy Group,Storefront Signage,Storefront Signage design featuring branding for the Concord Project Manager launch.,2012-07-06,Active,Global,//assets.internal/SynergyGroup/Brand/Storefront_Signage/Storefront_Signage_226.pdf,Use on light backgrounds only. Maintain 20px clear space.,not used
BA-1227,QuantumLeap Solutions,Storefront Signage,Storefront Signage design featuring branding for the Electron App launch.,2018-02-12,Active,Global,//assets.internal/QuantumLeapSolutions/Brand/Storefront_Signage/Storefront_Signage_227.pdf,Web-only. Use Hex codes #XXXXXX #YYYYYY #ZZZZZZ.,not used
BA-1228,Synergy Group,Jingle,Standard Jingle asset for general corporate use by Synergy Group.,2019-09-24,Active,Global,//assets.internal/SynergyGroup/Brand/Jingle/Jingle_228.mp3,Must be accompanied by the official company wordmark.,not used
BA-1229,Apex Digital,Logo,"Primary company logo for Apex Digital applied to the Pinnacle Ad-Suite product line.",2012-02-14,In Review,North America,//assets.internal/ApexDigital/Brand/Logo/Logo_229.svg,For internal use only. Not for public distribution.,not used
BA-1230,Helios Energy,Icon Set,Icon Set design featuring branding for the Solaris Panel launch.,2009-08-01,Active,North America,//assets.internal/HeliosEnergy/Brand/Icon_Set/Icon_Set_230.zip,Approved for all digital and print marketing materials.,not used
BA-1231,Fusion Core,Slogan/Tagline,Standard Slogan/Tagline asset for general corporate use by Fusion Core.,2008-07-16,Archived,North America,//assets.internal/FusionCore/Brand/Slogan_Tagline/Slogan_Tagline_231.txt,For internal use only. Not for public distribution.,not used
BA-1232,Innovate Inc.,Slogan/Tagline,Standard Slogan/Tagline asset for general corporate use by Innovate Inc.,2008-09-07,Archived,Global,//assets.internal/InnovateInc/Brand/Slogan_Tagline/Slogan_Tagline_232.txt,Print-only. Use CMYK values from the brand guide.,not used
BA-1233,AetherWorks,Logomark,"The official Logomark for AetherWorks used on Sky-Form marketing materials.",2011-06-13,Active,Global,//assets.internal/AetherWorks/Brand/Logomark/Logomark_233.png,Use on light backgrounds only. Maintain 20px clear space.,not used
BA-1234,Nexus Innovations,Slogan/Tagline,Standard Slogan/Tagline asset for general corporate use by Nexus Innovations.,2015-09-29,Active,Global,//assets.internal/NexusInnovations/Brand/Slogan_Tagline/Slogan_Tagline_234.txt,Web-only. Use Hex codes #XXXXXX #YYYYYY #ZZZZZZ.,not used
BA-1235,AquaSphere Tech,Wordmark,"The official Wordmark for AquaSphere Tech used on Hydra OS marketing materials.",2017-06-25,Active,North America,//assets.internal/AquaSphereTech/Brand/Wordmark/Wordmark_235.eps,Use on light backgrounds only. Maintain 20px clear space.,not used
BA-1236,Nexus Innovations,Logo,"Primary company logo for Nexus Innovations applied to the Node Framework product line.",2017-09-17,Active,North America,//assets.internal/NexusInnovations/Brand/Logo/Logo_236.svg,Minimum size 50px width. Refer to brand guidelines for full details.,not used
BA-1237,Evolve Creative,Icon Set,Icon Set design featuring branding for the Chrysalis Video Editor launch.,2019-12-07,Active,EMEA,//assets.internal/EvolveCreative/Brand/Icon_Set/Icon_Set_237.zip,Must be accompanied by the official company wordmark.,not used
BA-1238,Innovate Inc.,Slogan/Tagline,Standard Slogan/Tagline asset for general corporate use by Innovate Inc.,2013-10-22,Active,EMEA,//assets.internal/InnovateInc/Brand/Slogan_Tagline/Slogan_Tagline_238.txt,Minimum size 50px width. Refer to brand guidelines for full details.,not used
BA-1239,Stellar Systems,Primary Font,Standard Primary Font asset for general corporate use by Stellar Systems.,2011-04-18,Active,North America,//assets.internal/StellarSystems/Brand/Primary_Font/Primary_Font_239.otf,Requires legal approval before external use.,not used
BA-1240,Fusion Core,Wordmark,"The official Wordmark for Fusion Core used on Isotope App marketing materials.",2012-05-18,Retired,Global,//assets.internal/FusionCore/Brand/Wordmark/Wordmark_240.eps,Do not stretch alter or recolor. Primary use only.,not used
BA-1241,Zenith Dynamics,Logo,"Primary company logo for Zenith Dynamics applied to the Vertex AI product line.",2024-03-23,Active,EMEA,//assets.internal/ZenithDynamics/Brand/Logo/Logo_241.svg,For internal use only. Not for public distribution.,not used
BA-1242,Terra Firma Corp.,Social Media Banner,Social Media Banner design featuring branding for the Foundation DB launch.,2025-09-15,Active,North America,//assets.internal/TerraFirmaCorp/Brand/Social_Media_Banner/Social_Media_Banner_242.jpg,Minimum size 50px width. Refer to brand guidelines for full details.,Brand Unification 2023
BA-1243,Apex Digital,Logo,"Primary company logo for Apex Digital applied to the Crest CMS product line.",2021-08-16,Active,North America,//assets.internal/ApexDigital/Brand/Logo/Logo_243.svg,Web-only. Use Hex codes #XXXXXX #YYYYYY #ZZZZZZ.,not used
BA-1244,QuantumLeap Solutions,Video Intro/Outro,Video Intro/Outro design featuring branding for the Electron App launch.,2019-12-19,Active,Global,//assets.internal/QuantumLeapSolutions/Brand/Video_IntroOutro/Video_IntroOutro_244.mp4,Must be accompanied by the official company wordmark.,not used
BA-1245,Zenith Dynamics,Social Media Banner,Social Media Banner design featuring branding for the Apex Controller launch.,2025-07-16,Active,EMEA,//assets.internal/ZenithDynamics/Brand/Social_Media_Banner/Social_Media_Banner_245.jpg,Requires legal approval before external use.,not used
BA-1246,Solstice Media,Secondary Font,Standard Secondary Font asset for general corporate use by Solstice Media.,2013-09-17,Archived,North America,//assets.internal/SolsticeMedia/Brand/Secondary_Font/Secondary_Font_246.ttf,Minimum size 50px width. Refer to brand guidelines for full details.,not used
BA-1247,Evolve Creative,Icon Set,Icon Set design featuring branding for the Genesis Design Suite launch.,2011-10-02,Archived,Global,//assets.internal/EvolveCreative/Brand/Icon_Set/Icon_Set_247.zip,Use on light backgrounds only. Maintain 20px clear space.,not used
BA-1248,Equinox Ventures,Jingle,Standard Jingle asset for general corporate use by Equinox Ventures.,2018-09-24,Active,Global,//assets.internal/EquinoxVentures/Brand/Jingle/Jingle_248.mp3,Approved for all digital and print marketing materials.,not used
BA-1249,Helios Energy,Icon Set,Icon Set design featuring branding for the Sunstone Battery launch.,2011-06-25,Active,North America,//assets.internal/HeliosEnergy/Brand/Icon_Set/Icon_Set_249.zip,Minimum size 50px width. Refer to brand guidelines for full details.,not used
BA-1250,Apex Digital,Logo,"Primary company logo for Apex Digital applied to the Crest CMS product line.",2014-06-12,Archived,Global,//assets.internal/ApexDigital/Brand/Logo/Logo_250.svg,Use on light backgrounds only. Maintain 20px clear space.,not used
BA-1251,Evolve Creative,Wordmark,"The official Wordmark for Evolve Creative used on Apex Animator marketing materials.",2013-09-17,Archived,North America,//assets.internal/EvolveCreative/Brand/Wordmark/Wordmark_251.eps,Approved for all digital and print marketing materials.,NextGen Launch
BA-1252,AquaSphere Tech,Secondary Font,Standard Secondary Font asset for general corporate use by AquaSphere Tech.,2023-01-20,Active,EMEA,//assets.internal/AquaSphereTech/Brand/Secondary_Font/Secondary_Font_252.ttf,Requires legal approval before external use.,not used
BA-1253,Vortex Industries,Icon Set,Icon Set design featuring branding for the Tornado Drill launch.,2013-08-16,Active,Global,//assets.internal/VortexIndustries/Brand/Icon_Set/Icon_Set_253.zip,Approved for all digital and print marketing materials.,not used
BA-1254,Nexus Innovations,Slogan/Tagline,Standard Slogan/Tagline asset for general corporate use by Nexus Innovations.,2012-09-18,Active,Global,//assets.internal/NexusInnovations/Brand/Slogan_Tagline/Slogan_Tagline_254.txt,Approved for all digital and print marketing materials.,not used
BA-1255,Momentum Labs,Email Signature,Standard Email Signature asset for general corporate use by Momentum Labs.,2019-09-12,Active,Global,//assets.internal/MomentumLabs/Brand/Email_Signature/Email_Signature_255.html,Must be accompanied by the official company wordmark.,not used
BA-1256,Apex Digital,Secondary Font,Standard Secondary Font asset for general corporate use by Apex Digital.,2019-08-01,Archived,Global,//assets.internal/ApexDigital/Brand/Secondary_Font/Secondary_Font_256.ttf,Requires legal approval before external use.,not used
BA-1257,Fusion Core,Color Palette,"Official brand color palette for Fusion Core including primary secondary and accent colors.",2018-08-25,Active,Global,//assets.internal/FusionCore/Brand/Color_Palette/Color_Palette_257.ase,Minimum size 50px width. Refer to brand guidelines for full details.,Project Nova
BA-1258,Innovate Inc.,Brand Guidelines PDF,"Comprehensive PDF document outlining all brand usage rules for Innovate Inc.",2016-09-24,Active,APAC,//assets.internal/InnovateInc/Brand/Brand_Guidelines_PDF/Brand_Guidelines_PDF_258.pdf,Minimum size 50px width. Refer to brand guidelines for full details.,not used
BA-1259,Apex Digital,Logomark,"The official Logomark for Apex Digital used on Crest CMS marketing materials.",2011-09-29,Active,Global,//assets.internal/ApexDigital/Brand/Logomark/Logomark_259.png,Requires legal approval before external use.,not used
BA-1260,Catalyst Co.,Primary Font,Standard Primary Font asset for general corporate use by Catalyst Co.,2016-11-20,Active,Global,//assets.internal/CatalystCo/Brand/Primary_Font/Primary_Font_260.otf,Print-only. Use CMYK values from the brand guide.,not used
BA-1261,AetherWorks,Logomark,"The official Logomark for AetherWorks used on Mist Engine marketing materials.",2014-06-25,Archived,Global,//assets.internal/AetherWorks/Brand/Logomark/Logomark_261.png,Minimum size 50px width. Refer to brand guidelines for full details.,NextGen Launch
BA-1262,Vortex Industries,Brand Mascot,"Character illustration for Vortex Industries featured in the Cyclone Turbine advertising campaign.",2024-03-09,Active,Global,//assets.internal/VortexIndustries/Brand/Brand_Mascot/Brand_Mascot_262.ai,Print-only. Use CMYK values from the brand guide.,not used
BA-1263,Nexus Innovations,Slogan/Tagline,Standard Slogan/Tagline asset for general corporate use by Nexus Innovations.,2019-10-18,Active,Global,//assets.internal/NexusInnovations/Brand/Slogan_Tagline/Slogan_Tagline_263.txt,Print-only. Use CMYK values from the brand guide.,not used
BA-1264,Solstice Media,Secondary Font,Standard Secondary Font asset for general corporate use by Solstice Media.,2025-07-28,Active,North America,//assets.internal/SolsticeMedia/Brand/Secondary_Font/Secondary_Font_264.ttf,Must be accompanied by the official company wordmark.,not used
BA-1265,AetherWorks,Wordmark,"The official Wordmark for AetherWorks used on Mist Engine marketing materials.",2016-01-22,Active,APAC,//assets.internal/AetherWorks/Brand/Wordmark/Wordmark_265.eps,Requires legal approval before external use.,NextGen Launch
BA-1266,AquaSphere Tech,Wordmark,"The official Wordmark for AquaSphere Tech used on Triton Water Purifier marketing materials.",2010-09-12,In Review,North America,//assets.internal/AquaSphereTech/Brand/Wordmark/Wordmark_266.eps,Do not stretch alter or recolor. Primary use only.,not used
BA-1267,Nexus Innovations,Slogan/Tagline,Standard Slogan/Tagline asset for general corporate use by Nexus Innovations.,2022-09-17,Active,North America,//assets.internal/NexusInnovations/Brand/Slogan_Tagline/Slogan_Tagline_267.txt,Must be accompanied by the official company wordmark.,not used
BA-1268,Zenith Dynamics,Logo,"Primary company logo for Zenith Dynamics applied to the Apex Controller product line.",2022-09-02,Active,Global,//assets.internal/ZenithDynamics/Brand/Logo/Logo_268.svg,Print-only. Use CMYK values from the brand guide.,not used
BA-1269,Innovate Inc.,Jingle,Standard Jingle asset for general corporate use by Innovate Inc.,2015-09-24,Active,North America,//assets.internal/InnovateInc/Brand/Jingle/Jingle_269.mp3,Must be accompanied by the official company wordmark.,Future Forward 2025
BA-1501,Oasis Beverage Co.,Logo,"Primary company logo for Oasis Beverage Co. featuring a stylized sun over a water wave.",2023-01-15,Active,Global,//assets.internal/OasisBeverageCo/Brand/PrimaryLogo/Oasis_Logo_Full.svg,Do not stretch alter or recolor. Primary use only.,not used
BA-1502,Oasis Beverage Co.,Slogan/Tagline,Standard Slogan/Tagline asset for general corporate use by Oasis Beverage Co.,2023-01-15,Active,Global,//assets.internal/OasisBeverageCo/Brand/Slogan/Slogan_TasteTheRefreshment.txt,Must be accompanied by the official company wordmark.,not used
BA-1503,Oasis Beverage Co.,Product Packaging Design,Official product packaging design for the 12oz can of Sparkling Citrus Fizz.,2024-05-20,Active,North America,//assets.internal/OasisBeverageCo/Products/CitrusFizz/Can_Design_12oz.ai,Print-only. Use CMYK values from the brand guide.,FlavorBurst Launch
BA-1504,Oasis Beverage Co.,Product Packaging Design,Official product packaging design for the 16.9oz bottle of Pure Drop Water.,2023-03-10,Active,Global,//assets.internal/OasisBeverageCo/Products/PureDrop/Bottle_Design_16.9oz.eps,Print-only. Use CMYK values from the brand guide.,not used
BA-1505,Oasis Beverage Co.,Social Media Banner,"Facebook cover banner for the Summer Hydration campaign featuring Mountain Berry Blast.",2025-06-01,Active,North America,//assets.internal/OasisBeverageCo/Campaigns/SummerHydration2025/Facebook_Cover_Berry.jpg,Web-only. Use Hex codes #XXXXXX #YYYYYY #ZZZZZZ.,Summer Hydration 2025
BA-1506,Oasis Beverage Co.,Storefront Signage,"Point-of-sale cooler cling sticker for Sparkling Citrus Fizz.",2024-06-15,Active,North America,//assets.internal/OasisBeverageCo/Marketing/POS/CoolerCling_CitrusFizz.pdf,Minimum size 50px width. Refer to brand guidelines for full details.,FlavorBurst Launch
BA-1507,Oasis Beverage Co.,Icon Set,"Flavor icon set including orange lemon and lime vectors for Sparkling Citrus Fizz materials.",2024-04-22,Active,Global,//assets.internal/OasisBeverageCo/Products/CitrusFizz/FlavorIcons.zip,Approved for all digital and print marketing materials.,not used
BA-1508,Oasis Beverage Co.,Video Intro/Outro,"5-second video animation for the Summer Hydration campaign TV commercial.",2025-05-25,Active,North America,//assets.internal/OasisBeverageCo/Campaigns/SummerHydration2025/TVC_Intro_5s.mp4,Requires legal approval before external use.,Summer Hydration 2025
BA-1509,Oasis Beverage Co.,Product Packaging Design,Official product packaging design for the 12-pack case of Mountain Berry Blast cans.,2025-02-18,Active,North America,//assets.internal/OasisBeverageCo/Products/BerryBlast/Case_Design_12pk.ai,Print-only. Use CMYK values from the brand guide.,not used
BA-1510,Oasis Beverage Co.,Brand Mascot,"Character illustration of 'Sunny' the Sun Drop used in Sunset Peach Iced Tea advertising.",2024-08-01,Active,EMEA,//assets.internal/OasisBeverageCo/Brand/Mascot/Sunny_Character.ai,Do not stretch alter or recolor. Primary use only.,not used
BA-1511,Oasis Beverage Co.,Color Palette,"Official brand color palette for the Mountain Berry Blast product line.",2025-01-30,Active,Global,//assets.internal/OasisBeverageCo/Products/BerryBlast/ColorPalette_Berry.ase,Web-only. Use Hex codes #XXXXXX #YYYYYY #ZZZZZZ.,not used
BA-1512,Oasis Beverage Co.,Jingle,"Upbeat 15-second audio jingle for the FlavorBurst Launch radio ads.",2024-05-10,Active,North America,//assets.internal/OasisBeverageCo/Campaigns/FlavorBurst/Radio_Jingle_15s.mp3,Approved for all digital and print marketing materials.,FlavorBurst Launch
BA-1513,Oasis Beverage Co.,Logo,"Product logo lockup for Sunset Peach Iced Tea combining the primary logo and product name.",2024-07-15,Active,Global,//assets.internal/OasisBeverageCo/Products/PeachTea/LogoLockup_Peach.svg,Must be accompanied by the official company wordmark.,not used
BA-1514,Oasis Beverage Co.,Presentation Template,"Standard Presentation Template for sales pitches to beverage distributors.",2023-02-01,Active,Global,//assets.internal/OasisBeverageCo/Brand/Templates/SalesDeck_Template.pptx,For internal use only. Not for public distribution.,not used
BA-1515,Oasis Beverage Co.,Social Media Banner,"Instagram story template for the Summer Hydration campaign.",2025-06-05,Active,Global,//assets.internal/OasisBeverageCo/Campaigns/SummerHydration2025/Instagram_Story_Template.psd,Web-only. Use Hex codes #XXXXXX #YYYYYY #ZZZZZZ.,Summer Hydration 2025
BA-1516,Oasis Beverage Co.,Brand Guidelines PDF,"Comprehensive PDF document outlining all brand usage rules for Oasis Beverage Co.",2023-01-10,Active,Global,//assets.internal/OasisBeverageCo/Brand/BrandGuidelines.pdf,For internal use only. Not for public distribution.,not used
BA-1517,Oasis Beverage Co.,Wordmark,"The official Wordmark for Oasis Beverage Co. used on Pure Drop Water marketing materials.",2023-03-01,Active,Global,//assets.internal/OasisBeverageCo/Brand/PrimaryWordmark/Oasis_Wordmark.eps,Requires legal approval before external use.,not used
BA-1518,Oasis Beverage Co.,Storefront Signage,"Large promotional window poster for the new Mountain Berry Blast flavor.",2025-03-01,In Review,North America,//assets.internal/OasisBeverageCo/Marketing/POS/WindowPoster_BerryBlast.pdf,Print-only. Use CMYK values from the brand guide.,not used
BA-1519,Oasis Beverage Co.,Product Packaging Design,"Official product packaging design for the 20oz bottle of Sunset Peach Iced Tea.",2024-07-20,Active,EMEA,//assets.internal/OasisBeverageCo/Products/PeachTea/Bottle_Design_20oz.ai,Do not stretch alter or recolor. Primary use only.,not used
BA-1520,Oasis Beverage Co.,Social Media Banner,"Animated GIF banner for online ads featuring all new product flavors.",2025-03-15,Active,Global,//assets.internal/OasisBeverageCo/Campaigns/FlavorBurst/AdBanner_Animated.gif,Use on light backgrounds only. Maintain 20px clear space.,FlavorBurst Launch