host_id,hostname,host.cpu.model.name,cpu_architecture,cpu_vendor,cpu_cores,memory_gb,datacenter,rack_location,hardware_generation,purchase_date,hourly_compute_cost_usd,licensing_cost_annual_usd,power_consumption_tdp_watts,migration_candidate,host_profile_description
host-00100,host-00100.jpmc.internal,Intel Xeon E5-2690,x86_64,Intel,16,128,CHI-DC1,R02-U32,Gen3,2023-05-03 13:09:12.390374,1.257,12221.0,241.0,True,Intel compute node in SJC-DC1 providing 128GB RAM for enterprise applications
host-00101,host-00101.jpmc.internal,Intel Xeon Gold 5220,x86_64,Intel,16,128,DFW-DC1,R27-U02,Gen3,2024-05-27 13:09:12.390374,1.36,14019.0,215.0,True,"Legacy Intel hardware scheduled for AMD migration assessment, currently running I/O-intensive"
host-00102,host-00102.jpmc.internal,Intel Xeon Platinum 8280,x86_64,Intel,48,768,CHI-DC1,R07-U31,Gen4,2023-04-13 13:09:12.390374,0.923,9947.0,167.0,True,High-performance Intel server optimized for I/O-intensive workloads with 48 cores
host-00103,host-00103.jpmc.internal,Intel Xeon Gold 6248,x86_64,Intel,48,768,NYC-DC1,R33-U25,Gen4,2025-04-14 13:09:12.390374,0.967,12492.0,170.0,True,"Legacy Intel hardware scheduled for AMD migration assessment, currently running I/O-intensive"
host-00104,host-00104.jpmc.internal,Intel Xeon E5-2690,x86_64,Intel,16,256,DFW-DC1,R11-U15,Gen4,2023-04-20 13:09:12.390374,1.23,14321.0,162.0,True,High-performance Intel server optimized for compute-intensive workloads with 16 cores
host-00105,host-00105.jpmc.internal,Intel Xeon E5-2690,x86_64,Intel,24,192,CHI-DC1,R18-U40,Gen4,2022-04-03 13:09:12.390374,1.449,8931.0,186.0,True,"Legacy Intel hardware scheduled for AMD migration assessment, currently running I/O-intensive"
host-00106,host-00106.jpmc.internal,Intel Xeon Gold 5220,x86_64,Intel,32,128,NYC-DC2,R26-U09,Gen3,2021-03-31 13:09:12.390374,1.274,10286.0,229.0,True,Intel compute node in NYC-DC1 providing 128GB RAM for enterprise applications
host-00107,host-00107.jpmc.internal,Intel Xeon Gold 5220,x86_64,Intel,48,768,CHI-DC1,R38-U37,Gen5,2024-01-12 13:09:12.390374,0.883,12962.0,154.0,False,Intel compute node in NYC-DC2 providing 768GB RAM for enterprise applications
host-00108,host-00108.jpmc.internal,AMD EPYC 7763,x86_64,AMD,48,384,CHI-DC1,R11-U39,Gen3,2023-09-12 13:09:12.390374,0.994,4028.0,251.0,False,High-performance AMD server optimized for I/O-intensive workloads with 48 cores
host-00109,host-00109.jpmc.internal,Intel Xeon Platinum 8280,x86_64,Intel,48,192,DFW-DC1,R34-U10,Gen4,2021-08-05 13:09:12.390374,1.233,14972.0,169.0,True,"Legacy Intel hardware scheduled for AMD migration assessment, currently running I/O-intensive"
host-00110,host-00110.jpmc.internal,Intel Xeon E5-2690,x86_64,Intel,24,96,DFW-DC1,R15-U06,Gen4,2023-09-17 13:09:12.390374,1.326,9007.0,192.0,True,Intel compute node in SJC-DC1 providing 96GB RAM for enterprise applications
host-00111,host-00111.jpmc.internal,AMD EPYC 7713,x86_64,AMD,96,1536,NYC-DC2,R38-U18,Gen4,2024-12-29 13:09:12.390374,0.86,6940.0,267.0,False,Modern AMD platform with enhanced security features for financial services compliance
host-00112,host-00112.jpmc.internal,Intel Xeon Platinum 8280,x86_64,Intel,24,192,SJC-DC1,R08-U23,Gen5,2024-04-05 13:09:12.390374,1.328,9733.0,165.0,False,Intel compute node in NYC-DC2 providing 192GB RAM for enterprise applications
host-00113,host-00113.jpmc.internal,Intel Xeon Gold 6248,x86_64,Intel,16,128,NYC-DC2,R25-U15,Gen3,2022-12-14 13:09:12.390374,1.458,14559.0,192.0,True,"Legacy Intel hardware scheduled for AMD migration assessment, currently running memory-intensive"
host-00114,host-00114.jpmc.internal,Intel Xeon Gold 6248,x86_64,Intel,16,64,NYC-DC1,R28-U07,Gen3,2024-07-19 13:09:12.390374,1.311,14970.0,234.0,True,"Legacy Intel hardware scheduled for AMD migration assessment, currently running I/O-intensive"
host-00115,host-00115.jpmc.internal,Intel Xeon Platinum 8280,x86_64,Intel,16,256,SJC-DC1,R15-U36,Gen3,2024-11-12 13:09:12.390374,1.482,11986.0,232.0,True,Modern Intel platform with enhanced security features for financial services compliance
host-00116,host-00116.jpmc.internal,AMD EPYC 7443,x86_64,AMD,32,256,CHI-DC1,R08-U02,Gen4,2022-12-15 13:09:12.390374,0.953,3852.0,224.0,False,Modern AMD platform with enhanced security features for financial services compliance
host-00117,host-00117.jpmc.internal,Intel Xeon E5-2690,x86_64,Intel,48,768,CHI-DC1,R27-U21,Gen4,2021-01-03 13:09:12.390374,1.326,10727.0,177.0,True,High-performance Intel server optimized for I/O-intensive workloads with 48 cores
host-00118,host-00118.jpmc.internal,AMD EPYC 7543,x86_64,AMD,96,384,SJC-DC1,R01-U20,Gen4,2025-01-12 13:09:12.390374,0.81,6096.0,205.0,False,High-performance AMD server optimized for compute-intensive workloads with 96 cores
host-00119,host-00119.jpmc.internal,Intel Xeon Gold 5220,x86_64,Intel,24,96,NYC-DC1,R16-U17,Gen4,2022-01-15 13:09:12.390374,0.989,12848.0,202.0,True,High-performance Intel server optimized for memory-intensive workloads with 24 cores
host-00120,host-00120.jpmc.internal,AMD EPYC 7443,x86_64,AMD,96,384,DFW-DC1,R06-U03,Gen3,2025-06-18 13:09:12.390374,0.761,6756.0,200.0,False,Modern AMD platform with enhanced security features for financial services compliance
host-00121,host-00121.jpmc.internal,AMD EPYC 7713,x86_64,AMD,48,192,CHI-DC1,R22-U14,Gen3,2024-09-16 13:09:12.390374,0.843,5601.0,187.0,False,"Legacy AMD hardware scheduled for AMD migration assessment, currently running I/O-intensive"
host-00122,host-00122.jpmc.internal,Intel Xeon Gold 6248,x86_64,Intel,48,768,SJC-DC1,R08-U17,Gen4,2024-08-10 13:09:12.390374,1.465,10600.0,229.0,True,"Legacy Intel hardware scheduled for AMD migration assessment, currently running compute-intensive"
host-00123,host-00123.jpmc.internal,Intel Xeon Gold 5220,x86_64,Intel,24,96,NYC-DC1,R05-U18,Gen3,2022-07-12 13:09:12.390374,1.301,8135.0,223.0,True,Intel compute node in CHI-DC1 providing 96GB RAM for enterprise applications
host-00124,host-00124.jpmc.internal,AMD EPYC 7543,x86_64,AMD,48,192,NYC-DC2,R37-U09,Gen3,2023-06-23 13:09:12.390374,0.655,7734.0,235.0,False,AMD compute node in DFW-DC1 providing 192GB RAM for enterprise applications
host-00125,host-00125.jpmc.internal,AMD EPYC 7543,x86_64,AMD,96,1536,NYC-DC1,R32-U42,Gen3,2025-01-02 13:09:12.390374,0.813,4761.0,210.0,False,AMD compute node in SJC-DC1 providing 1536GB RAM for enterprise applications
host-00126,host-00126.jpmc.internal,Intel Xeon Gold 5220,x86_64,Intel,24,192,NYC-DC1,R05-U17,Gen3,2022-02-21 13:09:12.390374,1.358,8360.0,166.0,True,Modern Intel platform with enhanced security features for financial services compliance
host-00127,host-00127.jpmc.internal,Intel Xeon E5-2690,x86_64,Intel,32,128,NYC-DC1,R38-U12,Gen4,2022-12-06 13:09:12.390374,1.483,12682.0,189.0,True,Intel compute node in NYC-DC2 providing 128GB RAM for enterprise applications
host-00128,host-00128.jpmc.internal,Intel Xeon E5-2690,x86_64,Intel,32,512,SJC-DC1,R19-U22,Gen5,2023-09-08 13:09:12.390374,1.166,14494.0,154.0,False,"Legacy Intel hardware scheduled for AMD migration assessment, currently running memory-intensive"
host-00129,host-00129.jpmc.internal,Intel Xeon E5-2690,x86_64,Intel,16,128,DFW-DC1,R14-U29,Gen4,2025-06-03 13:09:12.390374,1.482,9673.0,178.0,True,High-performance Intel server optimized for compute-intensive workloads with 16 cores
host-00130,host-00130.jpmc.internal,Intel Xeon Gold 5220,x86_64,Intel,16,64,DFW-DC1,R06-U14,Gen3,2021-09-18 13:09:12.390374,1.499,10518.0,201.0,True,High-performance Intel server optimized for compute-intensive workloads with 16 cores
host-00131,host-00131.jpmc.internal,Intel Xeon Gold 6248,x86_64,Intel,24,96,NYC-DC2,R37-U32,Gen3,2022-03-22 13:09:12.390374,1.448,9660.0,198.0,True,"Legacy Intel hardware scheduled for AMD migration assessment, currently running compute-intensive"
host-00132,host-00132.jpmc.internal,Intel Xeon Gold 6248,x86_64,Intel,32,128,CHI-DC1,R11-U32,Gen3,2024-01-07 13:09:12.390374,1.074,8695.0,175.0,True,High-performance Intel server optimized for compute-intensive workloads with 32 cores
host-00133,host-00133.jpmc.internal,Intel Xeon Gold 6248,x86_64,Intel,16,128,SJC-DC1,R21-U39,Gen3,2023-02-17 13:09:12.390374,1.024,13565.0,208.0,True,"Legacy Intel hardware scheduled for AMD migration assessment, currently running memory-intensive"
host-00134,host-00134.jpmc.internal,AMD EPYC 7543,x86_64,AMD,48,768,SJC-DC1,R17-U33,Gen4,2022-01-20 13:09:12.390374,0.802,3283.0,267.0,False,High-performance AMD server optimized for memory-intensive workloads with 48 cores
host-00135,host-00135.jpmc.internal,Intel Xeon Gold 6248,x86_64,Intel,32,512,SJC-DC1,R20-U06,Gen4,2022-01-26 13:09:12.390374,0.995,8820.0,236.0,True,Intel compute node in SJC-DC1 providing 512GB RAM for enterprise applications
host-00136,host-00136.jpmc.internal,Intel Xeon E5-2690,x86_64,Intel,16,64,CHI-DC1,R06-U17,Gen4,2023-02-04 13:09:12.390374,1.113,11376.0,216.0,True,High-performance Intel server optimized for memory-intensive workloads with 16 cores
host-00137,host-00137.jpmc.internal,Intel Xeon Platinum 8280,x86_64,Intel,24,384,DFW-DC1,R16-U21,Gen4,2025-02-12 13:09:12.390374,1.499,14756.0,169.0,True,Intel compute node in NYC-DC2 providing 384GB RAM for enterprise applications
host-00138,host-00138.jpmc.internal,Intel Xeon Platinum 8280,x86_64,Intel,16,128,NYC-DC2,R17-U42,Gen5,2021-02-02 13:09:12.390374,1.045,12859.0,164.0,False,Intel compute node in CHI-DC1 providing 128GB RAM for enterprise applications
host-00139,host-00139.jpmc.internal,AMD EPYC 7713,x86_64,AMD,96,768,NYC-DC2,R02-U11,Gen4,2022-06-22 13:09:12.390374,0.726,4979.0,196.0,False,"Legacy AMD hardware scheduled for AMD migration assessment, currently running I/O-intensive"
host-00140,host-00140.jpmc.internal,AMD EPYC 7543,x86_64,AMD,64,256,CHI-DC1,R14-U05,Gen4,2024-04-21 13:09:12.390374,0.647,3068.0,204.0,False,AMD compute node in SJC-DC1 providing 256GB RAM for enterprise applications
host-00141,host-00141.jpmc.internal,AMD EPYC 7763,x86_64,AMD,48,384,CHI-DC1,R06-U32,Gen4,2021-02-02 13:09:12.390374,0.59,7443.0,211.0,False,"Legacy AMD hardware scheduled for AMD migration assessment, currently running compute-intensive"
host-00142,host-00142.jpmc.internal,Intel Xeon E5-2690,x86_64,Intel,32,512,SJC-DC1,R37-U41,Gen5,2024-02-06 13:09:12.390374,1.345,12281.0,230.0,False,"Legacy Intel hardware scheduled for AMD migration assessment, currently running I/O-intensive"
host-00143,host-00143.jpmc.internal,Intel Xeon Gold 6248,x86_64,Intel,32,512,DFW-DC1,R13-U19,Gen4,2022-10-31 13:09:12.390374,1.32,13286.0,209.0,True,Modern Intel platform with enhanced security features for financial services compliance
host-00144,host-00144.jpmc.internal,AMD EPYC 7713,x86_64,AMD,96,1536,CHI-DC1,R29-U29,Gen4,2025-05-24 13:09:12.390374,0.881,6931.0,242.0,False,"Legacy AMD hardware scheduled for AMD migration assessment, currently running compute-intensive"
host-00145,host-00145.jpmc.internal,Intel Xeon Gold 6248,x86_64,Intel,48,384,SJC-DC1,R40-U23,Gen3,2022-10-12 13:09:12.390374,1.257,10766.0,179.0,True,High-performance Intel server optimized for memory-intensive workloads with 48 cores
host-00146,host-00146.jpmc.internal,Intel Xeon Gold 5220,x86_64,Intel,24,96,SJC-DC1,R36-U01,Gen5,2023-04-22 13:09:12.390374,1.128,14273.0,184.0,False,"Legacy Intel hardware scheduled for AMD migration assessment, currently running memory-intensive"
host-00147,host-00147.jpmc.internal,Intel Xeon Gold 6248,x86_64,Intel,48,192,NYC-DC1,R35-U20,Gen4,2023-07-12 13:09:12.390374,1.202,9247.0,218.0,True,"Legacy Intel hardware scheduled for AMD migration assessment, currently running compute-intensive"
host-00148,host-00148.jpmc.internal,AMD EPYC 7443,x86_64,AMD,64,1024,DFW-DC1,R03-U40,Gen3,2022-07-17 13:09:12.390374,0.832,7410.0,236.0,False,Modern AMD platform with enhanced security features for financial services compliance
host-00149,host-00149.jpmc.internal,Intel Xeon Gold 5220,x86_64,Intel,48,192,DFW-DC1,R19-U04,Gen5,2023-09-05 13:09:12.390374,1.262,10379.0,209.0,False,"Legacy Intel hardware scheduled for AMD migration assessment, currently running I/O-intensive"
host-00150,host-00150.jpmc.internal,AMD EPYC 7543,x86_64,AMD,48,768,SJC-DC1,R07-U18,Gen4,2024-05-07 13:09:12.390374,0.551,6914.0,213.0,False,"Legacy AMD hardware scheduled for AMD migration assessment, currently running compute-intensive"
host-00151,host-00151.jpmc.internal,Intel Xeon Platinum 8280,x86_64,Intel,48,192,NYC-DC2,R30-U21,Gen5,2023-11-19 13:09:12.390374,0.803,10239.0,185.0,False,Intel compute node in NYC-DC1 providing 192GB RAM for enterprise applications
host-00152,host-00152.jpmc.internal,AMD EPYC 7763,x86_64,AMD,96,1536,NYC-DC1,R02-U33,Gen3,2023-03-04 13:09:12.390374,0.568,3356.0,249.0,False,Modern AMD platform with enhanced security features for financial services compliance
host-00153,host-00153.jpmc.internal,Intel Xeon Platinum 8280,x86_64,Intel,24,192,DFW-DC1,R36-U42,Gen4,2025-06-05 13:09:12.390374,0.853,13412.0,208.0,True,High-performance Intel server optimized for compute-intensive workloads with 24 cores
host-00154,host-00154.jpmc.internal,Intel Xeon Gold 6248,x86_64,Intel,32,128,CHI-DC1,R29-U12,Gen5,2025-01-08 13:09:12.390374,1.475,8190.0,152.0,False,Modern Intel platform with enhanced security features for financial services compliance
host-00155,host-00155.jpmc.internal,Intel Xeon E5-2690,x86_64,Intel,32,512,CHI-DC1,R21-U39,Gen3,2023-03-27 13:09:12.390374,1.249,8495.0,193.0,True,Intel compute node in SJC-DC1 providing 512GB RAM for enterprise applications
host-00156,host-00156.jpmc.internal,Intel Xeon E5-2690,x86_64,Intel,16,256,CHI-DC1,R09-U08,Gen3,2020-12-08 13:09:12.390374,0.939,13185.0,215.0,True,Intel compute node in NYC-DC1 providing 256GB RAM for enterprise applications
host-00157,host-00157.jpmc.internal,Intel Xeon Platinum 8280,x86_64,Intel,16,256,NYC-DC1,R01-U41,Gen5,2025-04-30 13:09:12.390374,1.342,11867.0,239.0,False,Intel compute node in NYC-DC2 providing 256GB RAM for enterprise applications
host-00158,host-00158.jpmc.internal,AMD EPYC 7443,x86_64,AMD,32,256,SJC-DC1,R13-U33,Gen3,2024-12-27 13:09:12.390374,0.72,6869.0,194.0,False,"Legacy AMD hardware scheduled for AMD migration assessment, currently running compute-intensive"
host-00159,host-00159.jpmc.internal,Intel Xeon E5-2690,x86_64,Intel,24,384,NYC-DC1,R29-U05,Gen5,2023-10-11 13:09:12.390374,1.432,9745.0,160.0,False,"Legacy Intel hardware scheduled for AMD migration assessment, currently running memory-intensive"
host-00160,host-00160.jpmc.internal,Intel Xeon Gold 6248,x86_64,Intel,48,768,CHI-DC1,R36-U05,Gen3,2023-10-02 13:09:12.390374,1.416,8099.0,174.0,True,High-performance Intel server optimized for memory-intensive workloads with 48 cores
host-00161,host-00161.jpmc.internal,Intel Xeon Gold 5220,x86_64,Intel,24,192,DFW-DC1,R13-U24,Gen4,2024-12-20 13:09:12.390374,1.136,12655.0,234.0,True,High-performance Intel server optimized for I/O-intensive workloads with 24 cores
host-00162,host-00162.jpmc.internal,AMD EPYC 7543,x86_64,AMD,32,256,CHI-DC1,R05-U10,Gen3,2023-07-20 13:09:12.390374,0.794,3278.0,225.0,False,AMD compute node in NYC-DC2 providing 256GB RAM for enterprise applications
host-00163,host-00163.jpmc.internal,AMD EPYC 7763,x86_64,AMD,32,256,NYC-DC2,R30-U29,Gen4,2023-06-22 13:09:12.390374,0.999,4107.0,208.0,False,High-performance AMD server optimized for compute-intensive workloads with 32 cores
host-00164,host-00164.jpmc.internal,Intel Xeon Platinum 8280,x86_64,Intel,24,192,NYC-DC2,R17-U13,Gen5,2024-04-03 13:09:12.390374,1.333,14522.0,205.0,False,"Legacy Intel hardware scheduled for AMD migration assessment, currently running I/O-intensive"
host-00165,host-00165.jpmc.internal,Intel Xeon Platinum 8280,x86_64,Intel,24,192,NYC-DC2,R01-U32,Gen4,2021-11-12 13:09:12.390374,1.385,14979.0,174.0,True,"Legacy Intel hardware scheduled for AMD migration assessment, currently running I/O-intensive"
host-00166,host-00166.jpmc.internal,AMD EPYC 7443,x86_64,AMD,64,512,NYC-DC1,R33-U10,Gen4,2023-06-13 13:09:12.390374,0.829,7568.0,276.0,False,AMD compute node in NYC-DC1 providing 512GB RAM for enterprise applications
host-00167,host-00167.jpmc.internal,Intel Xeon Platinum 8280,x86_64,Intel,48,768,CHI-DC1,R32-U07,Gen3,2024-09-07 13:09:12.390374,0.989,12960.0,182.0,True,Modern Intel platform with enhanced security features for financial services compliance
host-00168,host-00168.jpmc.internal,AMD EPYC 7443,x86_64,AMD,32,256,CHI-DC1,R40-U36,Gen3,2024-10-30 13:09:12.390374,0.814,4527.0,226.0,False,Modern AMD platform with enhanced security features for financial services compliance
host-00169,host-00169.jpmc.internal,Intel Xeon Gold 6248,x86_64,Intel,32,256,DFW-DC1,R04-U24,Gen3,2022-02-16 13:09:12.390374,1.018,13868.0,243.0,True,Modern Intel platform with enhanced security features for financial services compliance
host-00170,host-00170.jpmc.internal,Intel Xeon E5-2690,x86_64,Intel,24,96,CHI-DC1,R39-U26,Gen5,2022-04-28 13:09:12.390374,1.289,8093.0,159.0,False,Intel compute node in SJC-DC1 providing 96GB RAM for enterprise applications
host-00171,host-00171.jpmc.internal,Intel Xeon Platinum 8280,x86_64,Intel,16,256,NYC-DC2,R32-U16,Gen4,2021-07-10 13:09:12.390374,1.41,9933.0,205.0,True,Intel compute node in NYC-DC1 providing 256GB RAM for enterprise applications
host-00172,host-00172.jpmc.internal,Intel Xeon E5-2690,x86_64,Intel,16,128,DFW-DC1,R09-U13,Gen4,2024-09-07 13:09:12.390374,1.248,10087.0,231.0,True,"Legacy Intel hardware scheduled for AMD migration assessment, currently running I/O-intensive"
host-00173,host-00173.jpmc.internal,AMD EPYC 7763,x86_64,AMD,64,512,SJC-DC1,R10-U30,Gen4,2024-07-23 13:09:12.390374,0.722,5596.0,257.0,False,High-performance AMD server optimized for compute-intensive workloads with 64 cores
host-00174,host-00174.jpmc.internal,Intel Xeon Gold 6248,x86_64,Intel,16,256,NYC-DC2,R16-U25,Gen3,2022-05-15 13:09:12.390374,0.854,9255.0,230.0,True,High-performance Intel server optimized for compute-intensive workloads with 16 cores
host-00175,host-00175.jpmc.internal,Intel Xeon Gold 6248,x86_64,Intel,32,256,CHI-DC1,R27-U20,Gen3,2024-10-09 13:09:12.390374,1.374,9465.0,238.0,True,"Legacy Intel hardware scheduled for AMD migration assessment, currently running compute-intensive"
host-00176,host-00176.jpmc.internal,AMD EPYC 7443,x86_64,AMD,64,256,NYC-DC2,R12-U09,Gen4,2022-02-03 13:09:12.390374,0.734,4021.0,265.0,False,High-performance AMD server optimized for I/O-intensive workloads with 64 cores
host-00177,host-00177.jpmc.internal,Intel Xeon Gold 6248,x86_64,Intel,16,64,CHI-DC1,R18-U32,Gen5,2025-01-06 13:09:12.390374,1.392,10935.0,213.0,False,High-performance Intel server optimized for compute-intensive workloads with 16 cores
host-00178,host-00178.jpmc.internal,Intel Xeon Platinum 8280,x86_64,Intel,24,384,CHI-DC1,R04-U42,Gen4,2022-09-29 13:09:12.390374,1.434,9736.0,245.0,True,Modern Intel platform with enhanced security features for financial services compliance
host-00179,host-00179.jpmc.internal,Intel Xeon Gold 5220,x86_64,Intel,48,192,NYC-DC2,R11-U30,Gen3,2025-06-02 13:09:12.390374,1.475,9563.0,235.0,True,High-performance Intel server optimized for memory-intensive workloads with 48 cores
host-00180,host-00180.jpmc.internal,Intel Xeon Platinum 8280,x86_64,Intel,48,384,NYC-DC1,R31-U26,Gen3,2024-04-09 13:09:12.390374,1.021,12387.0,190.0,True,Modern Intel platform with enhanced security features for financial services compliance
host-00181,host-00181.jpmc.internal,AMD EPYC 7443,x86_64,AMD,64,256,NYC-DC1,R11-U21,Gen4,2024-09-10 13:09:12.390374,0.906,3289.0,275.0,False,AMD compute node in NYC-DC1 providing 256GB RAM for enterprise applications
host-00182,host-00182.jpmc.internal,AMD EPYC 7543,x86_64,AMD,96,1536,NYC-DC1,R18-U26,Gen4,2021-05-07 13:09:12.390374,0.818,6445.0,201.0,False,"Legacy AMD hardware scheduled for AMD migration assessment, currently running compute-intensive"
host-00183,host-00183.jpmc.internal,AMD EPYC 7443,x86_64,AMD,32,512,SJC-DC1,R37-U19,Gen4,2021-01-19 13:09:12.390374,0.518,3209.0,231.0,False,Modern AMD platform with enhanced security features for financial services compliance
host-00184,host-00184.jpmc.internal,Intel Xeon E5-2690,x86_64,Intel,16,256,NYC-DC2,R18-U07,Gen5,2021-06-30 13:09:12.390374,1.436,10059.0,240.0,False,High-performance Intel server optimized for I/O-intensive workloads with 16 cores
host-00185,host-00185.jpmc.internal,Intel Xeon Gold 5220,x86_64,Intel,24,384,NYC-DC2,R33-U30,Gen3,2024-11-26 13:09:12.390374,1.354,10222.0,226.0,True,"Legacy Intel hardware scheduled for AMD migration assessment, currently running compute-intensive"
host-00186,host-00186.jpmc.internal,AMD EPYC 7443,x86_64,AMD,32,128,CHI-DC1,R36-U18,Gen3,2025-06-22 13:09:12.390374,0.606,5680.0,214.0,False,AMD compute node in NYC-DC1 providing 128GB RAM for enterprise applications
host-00187,host-00187.jpmc.internal,Intel Xeon E5-2690,x86_64,Intel,32,128,DFW-DC1,R28-U16,Gen4,2021-02-13 13:09:12.390374,1.317,10965.0,167.0,True,Intel compute node in NYC-DC2 providing 128GB RAM for enterprise applications
host-00188,host-00188.jpmc.internal,Intel Xeon E5-2690,x86_64,Intel,32,256,SJC-DC1,R11-U30,Gen4,2021-08-08 13:09:12.390374,1.242,9558.0,224.0,True,Modern Intel platform with enhanced security features for financial services compliance
host-00189,host-00189.jpmc.internal,Intel Xeon Platinum 8280,x86_64,Intel,16,64,NYC-DC1,R25-U08,Gen3,2022-12-02 13:09:12.390374,1.334,9450.0,234.0,True,"Legacy Intel hardware scheduled for AMD migration assessment, currently running compute-intensive"
host-00190,host-00190.jpmc.internal,Intel Xeon Platinum 8280,x86_64,Intel,32,256,NYC-DC1,R32-U01,Gen4,2024-04-26 13:09:12.390374,1.433,9148.0,217.0,True,Intel compute node in SJC-DC1 providing 256GB RAM for enterprise applications
host-00191,host-00191.jpmc.internal,AMD EPYC 7443,x86_64,AMD,48,768,NYC-DC1,R33-U15,Gen4,2024-06-30 13:09:12.390374,0.726,3089.0,223.0,False,Modern AMD platform with enhanced security features for financial services compliance
host-00192,host-00192.jpmc.internal,Intel Xeon Platinum 8280,x86_64,Intel,16,128,SJC-DC1,R36-U29,Gen4,2022-11-21 13:09:12.390374,1.231,12132.0,185.0,True,High-performance Intel server optimized for memory-intensive workloads with 16 cores
host-00193,host-00193.jpmc.internal,Intel Xeon Gold 6248,x86_64,Intel,32,256,DFW-DC1,R33-U15,Gen3,2021-12-04 13:09:12.390374,1.379,12716.0,250.0,True,Intel compute node in CHI-DC1 providing 256GB RAM for enterprise applications
host-00194,host-00194.jpmc.internal,Intel Xeon E5-2690,x86_64,Intel,48,768,DFW-DC1,R24-U27,Gen3,2023-09-01 13:09:12.390374,1.25,12424.0,163.0,True,Intel compute node in DFW-DC1 providing 768GB RAM for enterprise applications
host-00195,host-00195.jpmc.internal,Intel Xeon Gold 5220,x86_64,Intel,16,256,DFW-DC1,R08-U42,Gen3,2024-11-07 13:09:12.390374,1.408,10669.0,160.0,True,Intel compute node in SJC-DC1 providing 256GB RAM for enterprise applications
host-00196,host-00196.jpmc.internal,AMD EPYC 7543,x86_64,AMD,96,1536,SJC-DC1,R12-U04,Gen3,2024-10-20 13:09:12.390374,0.921,3637.0,195.0,False,AMD compute node in NYC-DC1 providing 1536GB RAM for enterprise applications
host-00197,host-00197.jpmc.internal,Intel Xeon Gold 6248,x86_64,Intel,48,192,CHI-DC1,R29-U24,Gen3,2022-09-06 13:09:12.390374,1.377,11375.0,221.0,True,Intel compute node in NYC-DC2 providing 192GB RAM for enterprise applications
host-00198,host-00198.jpmc.internal,Intel Xeon Gold 6248,x86_64,Intel,24,96,DFW-DC1,R24-U24,Gen4,2021-04-29 13:09:12.390374,0.888,9284.0,173.0,True,Modern Intel platform with enhanced security features for financial services compliance
host-00199,host-00199.jpmc.internal,AMD EPYC 7713,x86_64,AMD,96,768,NYC-DC2,R29-U32,Gen3,2024-12-15 13:09:12.390374,0.815,4384.0,201.0,False,Modern AMD platform with enhanced security features for financial services compliance
host-00200,host-00200.jpmc.internal,Intel Xeon Platinum 8280,x86_64,Intel,16,64,DFW-DC1,R16-U06,Gen3,2021-11-29 13:09:12.390374,1.06,13703.0,150.0,True,"Legacy Intel hardware scheduled for AMD migration assessment, currently running I/O-intensive"
