cause_code,cause_group,cause_description,severity,recommended_action,category
CC_0534,Transport,Cause code 534: Timeout occurred,Minor,Check radio conditions and interference,Handover
CC_0535,Radio Network,Cause code 535: Authentication rejected,Warning,Update software to latest version,Handover
CC_0536,Miscellaneous,Cause code 536: Authentication rejected,Major,Review subscriber authentication settings,Authentication
CC_0537,Transport,Cause code 537: Radio link failure,Minor,Monitor for pattern recurrence,Hardware
CC_0538,Transport,Cause code 538: Congestion detected,Critical,Escalate to vendor support,Resource
CC_0539,Transport,Cause code 539: Hardware failure,Warning,Check radio conditions and interference,Configuration
CC_0540,NAS,Cause code 540: Configuration mismatch,Major,Update software to latest version,Authentication
CC_0541,Radio Network,Cause code 541: Protocol error,Minor,Inspect transport network connectivity,Hardware
CC_0542,Radio Network,Cause code 542: Authentication rejected,Minor,Escalate to vendor support,Configuration
CC_0543,Protocol,Cause code 543: Congestion detected,Critical,Restart affected network element,Hardware
CC_0544,Protocol,Cause code 544: Timeout occurred,Critical,Monitor for pattern recurrence,Hardware
CC_0545,Protocol,Cause code 545: Congestion detected,Minor,Verify MME capacity and resources,Configuration
CC_0546,Radio Network,Cause code 546: Timeout occurred,Warning,Inspect transport network connectivity,Hardware
CC_0547,Radio Network,Cause code 547: Radio link failure,Minor,Verify MME capacity and resources,Handover
CC_0548,NAS,Cause code 548: Radio link failure,Warning,Check radio conditions and interference,Configuration
CC_0549,Transport,Cause code 549: Congestion detected,Minor,Check radio conditions and interference,Resource
CC_0550,Protocol,Cause code 550: Resource unavailable,Warning,Verify MME capacity and resources,Configuration
CC_0551,Protocol,Cause code 551: Hardware failure,Critical,Restart affected network element,Authentication
CC_0552,Protocol,Cause code 552: Timeout occurred,Warning,Restart affected network element,Hardware
CC_0553,Transport,Cause code 553: Authentication rejected,Minor,Escalate to vendor support,Resource
CC_0554,Transport,Cause code 554: Radio link failure,Major,Review subscriber authentication settings,Hardware
CC_0555,Miscellaneous,Cause code 555: Hardware failure,Minor,Check radio conditions and interference,Authentication
CC_0556,Radio Network,Cause code 556: Radio link failure,Minor,Review subscriber authentication settings,Authentication
CC_0557,NAS,Cause code 557: Protocol error,Minor,Monitor for pattern recurrence,Authentication
CC_0558,Radio Network,Cause code 558: Protocol error,Major,Check radio conditions and interference,Resource
CC_0559,Miscellaneous,Cause code 559: Congestion detected,Minor,Update software to latest version,Authentication
CC_0560,Radio Network,Cause code 560: Timeout occurred,Warning,Check radio conditions and interference,Hardware
CC_0561,Radio Network,Cause code 561: Resource unavailable,Minor,Monitor for pattern recurrence,Hardware
CC_0562,Miscellaneous,Cause code 562: Resource unavailable,Minor,Inspect transport network connectivity,Resource
CC_0563,Radio Network,Cause code 563: Resource unavailable,Minor,Verify MME capacity and resources,Configuration
CC_0564,Miscellaneous,Cause code 564: Congestion detected,Warning,Inspect transport network connectivity,Hardware
CC_0565,Miscellaneous,Cause code 565: Protocol error,Major,Verify MME capacity and resources,Authentication
CC_0566,Transport,Cause code 566: Configuration mismatch,Warning,Restart affected network element,Hardware
CC_0567,Miscellaneous,Cause code 567: Resource unavailable,Minor,Monitor for pattern recurrence,Handover
CC_0568,Miscellaneous,Cause code 568: Hardware failure,Major,Escalate to vendor support,Resource
CC_0569,Miscellaneous,Cause code 569: Protocol error,Major,Review subscriber authentication settings,Configuration
CC_0570,Miscellaneous,Cause code 570: Timeout occurred,Major,Check radio conditions and interference,Handover
CC_0571,NAS,Cause code 571: Timeout occurred,Critical,Verify MME capacity and resources,Authentication
CC_0572,Transport,Cause code 572: Configuration mismatch,Minor,Update software to latest version,Authentication
CC_0573,Transport,Cause code 573: Protocol error,Warning,Restart affected network element,Handover
CC_0574,Transport,Cause code 574: Congestion detected,Critical,Verify MME capacity and resources,Resource
CC_0575,NAS,Cause code 575: Hardware failure,Warning,Check radio conditions and interference,Resource
CC_0576,Protocol,Cause code 576: Authentication rejected,Major,Escalate to vendor support,Authentication
CC_0577,Transport,Cause code 577: Configuration mismatch,Minor,Update software to latest version,Hardware
CC_0578,Protocol,Cause code 578: Timeout occurred,Major,Update software to latest version,Hardware
CC_0579,Protocol,Cause code 579: Protocol error,Critical,Restart affected network element,Handover
CC_0580,NAS,Cause code 580: Protocol error,Minor,Monitor for pattern recurrence,Hardware
CC_0581,Radio Network,Cause code 581: Configuration mismatch,Major,Inspect transport network connectivity,Authentication
CC_0582,NAS,Cause code 582: Congestion detected,Minor,Review subscriber authentication settings,Authentication
CC_0583,Radio Network,Cause code 583: Radio link failure,Minor,Verify MME capacity and resources,Resource
CC_0584,Transport,Cause code 584: Protocol error,Minor,Check radio conditions and interference,Authentication
CC_0585,Transport,Cause code 585: Resource unavailable,Minor,Escalate to vendor support,Resource
CC_0586,Protocol,Cause code 586: Configuration mismatch,Critical,Monitor for pattern recurrence,Handover
CC_0587,Miscellaneous,Cause code 587: Congestion detected,Major,Escalate to vendor support,Authentication
CC_0588,Transport,Cause code 588: Configuration mismatch,Minor,Inspect transport network connectivity,Authentication
CC_0589,Transport,Cause code 589: Authentication rejected,Minor,Monitor for pattern recurrence,Authentication
CC_0590,Transport,Cause code 590: Timeout occurred,Critical,Verify MME capacity and resources,Handover
CC_0591,Radio Network,Cause code 591: Authentication rejected,Minor,Check radio conditions and interference,Resource
CC_0592,Transport,Cause code 592: Protocol error,Minor,Inspect transport network connectivity,Authentication
CC_0593,Transport,Cause code 593: Configuration mismatch,Warning,Check radio conditions and interference,Resource
CC_0594,Transport,Cause code 594: Congestion detected,Warning,Verify MME capacity and resources,Hardware
CC_0595,Protocol,Cause code 595: Protocol error,Critical,Check radio conditions and interference,Authentication
CC_0596,Radio Network,Cause code 596: Radio link failure,Minor,Update software to latest version,Authentication
CC_0597,Protocol,Cause code 597: Configuration mismatch,Warning,Update software to latest version,Resource
CC_0598,NAS,Cause code 598: Radio link failure,Minor,Restart affected network element,Handover
CC_0599,NAS,Cause code 599: Authentication rejected,Minor,Restart affected network element,Resource
CC_0600,NAS,Cause code 600: Authentication rejected,Warning,Monitor for pattern recurrence,Configuration
CC_0601,Transport,Cause code 601: Congestion detected,Major,Verify MME capacity and resources,Hardware
CC_0602,NAS,Cause code 602: Congestion detected,Warning,Check radio conditions and interference,Authentication
CC_0603,Transport,Cause code 603: Radio link failure,Minor,Check radio conditions and interference,Configuration
CC_0604,Protocol,Cause code 604: Protocol error,Warning,Verify MME capacity and resources,Handover
CC_0605,NAS,Cause code 605: Timeout occurred,Warning,Monitor for pattern recurrence,Handover
CC_0606,Protocol,Cause code 606: Congestion detected,Warning,Monitor for pattern recurrence,Hardware
CC_0607,Protocol,Cause code 607: Resource unavailable,Minor,Check radio conditions and interference,Handover
CC_0608,NAS,Cause code 608: Hardware failure,Minor,Restart affected network element,Authentication
CC_0609,Transport,Cause code 609: Hardware failure,Warning,Review subscriber authentication settings,Hardware
CC_0610,NAS,Cause code 610: Protocol error,Minor,Check radio conditions and interference,Configuration
CC_0611,NAS,Cause code 611: Protocol error,Critical,Verify MME capacity and resources,Hardware
CC_0612,NAS,Cause code 612: Resource unavailable,Minor,Check radio conditions and interference,Handover
CC_0613,Radio Network,Cause code 613: Radio link failure,Minor,Review subscriber authentication settings,Handover
CC_0614,Transport,Cause code 614: Congestion detected,Minor,Verify MME capacity and resources,Configuration
CC_0615,Radio Network,Cause code 615: Configuration mismatch,Warning,Restart affected network element,Configuration
CC_0616,Transport,Cause code 616: Configuration mismatch,Minor,Verify MME capacity and resources,Hardware
CC_0617,Transport,Cause code 617: Protocol error,Minor,Review subscriber authentication settings,Resource
CC_0618,Transport,Cause code 618: Hardware failure,Warning,Review subscriber authentication settings,Configuration
CC_0619,Miscellaneous,Cause code 619: Congestion detected,Major,Review subscriber authentication settings,Resource
CC_0620,NAS,Cause code 620: Radio link failure,Minor,Update software to latest version,Configuration
CC_0621,NAS,Cause code 621: Radio link failure,Warning,Update software to latest version,Hardware
CC_0622,Transport,Cause code 622: Authentication rejected,Warning,Check radio conditions and interference,Resource
CC_0623,Miscellaneous,Cause code 623: Hardware failure,Major,Review subscriber authentication settings,Configuration
CC_0624,Transport,Cause code 624: Configuration mismatch,Minor,Review subscriber authentication settings,Handover
CC_0625,Protocol,Cause code 625: Resource unavailable,Minor,Verify MME capacity and resources,Resource
CC_0626,Transport,Cause code 626: Hardware failure,Major,Restart affected network element,Resource
CC_0627,NAS,Cause code 627: Hardware failure,Minor,Restart affected network element,Handover
CC_0628,Transport,Cause code 628: Configuration mismatch,Minor,Monitor for pattern recurrence,Configuration
CC_0629,Transport,Cause code 629: Protocol error,Major,Check radio conditions and interference,Resource
CC_0630,Transport,Cause code 630: Authentication rejected,Warning,Update software to latest version,Handover
CC_0631,Miscellaneous,Cause code 631: Congestion detected,Warning,Restart affected network element,Authentication
CC_0632,Miscellaneous,Cause code 632: Hardware failure,Minor,Restart affected network element,Resource
CC_0633,Radio Network,Cause code 633: Congestion detected,Warning,Restart affected network element,Configuration
CC_0634,Protocol,Cause code 634: Radio link failure,Critical,Update software to latest version,Hardware
CC_0635,Radio Network,Cause code 635: Protocol error,Warning,Check radio conditions and interference,Resource
CC_0636,NAS,Cause code 636: Configuration mismatch,Minor,Escalate to vendor support,Resource
CC_0637,Transport,Cause code 637: Resource unavailable,Major,Update software to latest version,Hardware
CC_0638,Radio Network,Cause code 638: Radio link failure,Critical,Update software to latest version,Handover
CC_0639,Radio Network,Cause code 639: Congestion detected,Minor,Review subscriber authentication settings,Handover
CC_0640,NAS,Cause code 640: Configuration mismatch,Minor,Restart affected network element,Handover
CC_0641,Transport,Cause code 641: Hardware failure,Warning,Check radio conditions and interference,Resource
CC_0642,Transport,Cause code 642: Resource unavailable,Major,Inspect transport network connectivity,Authentication
CC_0643,NAS,Cause code 643: Timeout occurred,Minor,Review subscriber authentication settings,Configuration
CC_0644,Transport,Cause code 644: Radio link failure,Minor,Update software to latest version,Resource
CC_0645,Transport,Cause code 645: Authentication rejected,Major,Restart affected network element,Handover
CC_0646,Radio Network,Cause code 646: Hardware failure,Warning,Review subscriber authentication settings,Handover
CC_0647,Miscellaneous,Cause code 647: Configuration mismatch,Minor,Escalate to vendor support,Authentication
CC_0648,Miscellaneous,Cause code 648: Hardware failure,Minor,Review subscriber authentication settings,Authentication
CC_0649,NAS,Cause code 649: Radio link failure,Minor,Escalate to vendor support,Hardware
CC_0650,Radio Network,Cause code 650: Hardware failure,Major,Restart affected network element,Authentication
CC_0651,Radio Network,Cause code 651: Hardware failure,Minor,Escalate to vendor support,Resource
CC_0652,Transport,Cause code 652: Congestion detected,Critical,Restart affected network element,Handover
CC_0653,Miscellaneous,Cause code 653: Protocol error,Minor,Escalate to vendor support,Hardware
CC_0654,Miscellaneous,Cause code 654: Protocol error,Warning,Inspect transport network connectivity,Authentication
CC_0655,Protocol,Cause code 655: Authentication rejected,Warning,Escalate to vendor support,Authentication
CC_0656,Radio Network,Cause code 656: Congestion detected,Warning,Restart affected network element,Resource
CC_0657,Protocol,Cause code 657: Protocol error,Warning,Update software to latest version,Configuration
CC_0658,NAS,Cause code 658: Authentication rejected,Minor,Verify MME capacity and resources,Resource
CC_0659,Transport,Cause code 659: Timeout occurred,Critical,Restart affected network element,Hardware
CC_0660,NAS,Cause code 660: Timeout occurred,Major,Check radio conditions and interference,Handover
CC_0661,NAS,Cause code 661: Protocol error,Warning,Monitor for pattern recurrence,Authentication
CC_0662,Protocol,Cause code 662: Hardware failure,Minor,Verify MME capacity and resources,Resource
CC_0663,Miscellaneous,Cause code 663: Hardware failure,Minor,Restart affected network element,Resource
CC_0664,Miscellaneous,Cause code 664: Hardware failure,Critical,Update software to latest version,Resource
CC_0665,Transport,Cause code 665: Congestion detected,Warning,Inspect transport network connectivity,Configuration
CC_0666,Radio Network,Cause code 666: Authentication rejected,Major,Review subscriber authentication settings,Hardware
CC_0667,NAS,Cause code 667: Radio link failure,Major,Escalate to vendor support,Resource
CC_0668,Radio Network,Cause code 668: Radio link failure,Critical,Verify MME capacity and resources,Resource
CC_0669,Transport,Cause code 669: Authentication rejected,Warning,Monitor for pattern recurrence,Hardware
CC_0670,Radio Network,Cause code 670: Radio link failure,Warning,Inspect transport network connectivity,Authentication
CC_0671,NAS,Cause code 671: Timeout occurred,Major,Update software to latest version,Resource
CC_0672,Miscellaneous,Cause code 672: Hardware failure,Minor,Inspect transport network connectivity,Handover
CC_0673,NAS,Cause code 673: Radio link failure,Warning,Restart affected network element,Resource
CC_0674,Protocol,Cause code 674: Protocol error,Minor,Inspect transport network connectivity,Authentication
CC_0675,Transport,Cause code 675: Hardware failure,Major,Inspect transport network connectivity,Handover
CC_0676,Radio Network,Cause code 676: Protocol error,Minor,Inspect transport network connectivity,Hardware
CC_0677,NAS,Cause code 677: Hardware failure,Minor,Check radio conditions and interference,Resource
CC_0678,Miscellaneous,Cause code 678: Protocol error,Minor,Verify MME capacity and resources,Authentication
CC_0679,Protocol,Cause code 679: Radio link failure,Minor,Update software to latest version,Handover
CC_0680,Protocol,Cause code 680: Authentication rejected,Critical,Escalate to vendor support,Hardware
CC_0681,Protocol,Cause code 681: Congestion detected,Warning,Review subscriber authentication settings,Configuration
CC_0682,Transport,Cause code 682: Timeout occurred,Minor,Check radio conditions and interference,Resource
CC_0683,Protocol,Cause code 683: Protocol error,Critical,Review subscriber authentication settings,Authentication
CC_0684,Miscellaneous,Cause code 684: Authentication rejected,Minor,Check radio conditions and interference,Hardware
CC_0685,NAS,Cause code 685: Hardware failure,Minor,Restart affected network element,Configuration
CC_0686,Transport,Cause code 686: Congestion detected,Minor,Check radio conditions and interference,Authentication
CC_0687,NAS,Cause code 687: Timeout occurred,Minor,Check radio conditions and interference,Resource
CC_0688,Transport,Cause code 688: Protocol error,Minor,Inspect transport network connectivity,Resource
CC_0689,Transport,Cause code 689: Congestion detected,Warning,Review subscriber authentication settings,Configuration
CC_0690,Transport,Cause code 690: Radio link failure,Major,Verify MME capacity and resources,Hardware
CC_0691,NAS,Cause code 691: Congestion detected,Major,Escalate to vendor support,Hardware
CC_0692,Radio Network,Cause code 692: Hardware failure,Major,Verify MME capacity and resources,Hardware
CC_0693,NAS,Cause code 693: Protocol error,Minor,Restart affected network element,Handover
CC_0694,Miscellaneous,Cause code 694: Authentication rejected,Critical,Restart affected network element,Configuration
CC_0695,Transport,Cause code 695: Hardware failure,Warning,Verify MME capacity and resources,Authentication
CC_0696,Transport,Cause code 696: Resource unavailable,Warning,Inspect transport network connectivity,Resource
CC_0697,Radio Network,Cause code 697: Radio link failure,Minor,Update software to latest version,Authentication
CC_0698,Protocol,Cause code 698: Authentication rejected,Minor,Update software to latest version,Authentication
CC_0699,Miscellaneous,Cause code 699: Congestion detected,Minor,Monitor for pattern recurrence,Configuration
CC_0700,Transport,Cause code 700: Radio link failure,Warning,Inspect transport network connectivity,Handover
CC_0701,Radio Network,Cause code 701: Configuration mismatch,Minor,Update software to latest version,Configuration
CC_0702,NAS,Cause code 702: Resource unavailable,Warning,Inspect transport network connectivity,Handover
CC_0703,Miscellaneous,Cause code 703: Resource unavailable,Warning,Escalate to vendor support,Configuration
CC_0704,Transport,Cause code 704: Authentication rejected,Warning,Check radio conditions and interference,Hardware
CC_0705,NAS,Cause code 705: Configuration mismatch,Major,Verify MME capacity and resources,Configuration
CC_0706,Radio Network,Cause code 706: Authentication rejected,Minor,Check radio conditions and interference,Authentication
CC_0707,NAS,Cause code 707: Congestion detected,Minor,Restart affected network element,Handover
CC_0708,Radio Network,Cause code 708: Protocol error,Minor,Monitor for pattern recurrence,Handover
CC_0709,Protocol,Cause code 709: Protocol error,Major,Escalate to vendor support,Resource
CC_0710,Transport,Cause code 710: Radio link failure,Minor,Monitor for pattern recurrence,Configuration
CC_0711,NAS,Cause code 711: Authentication rejected,Critical,Check radio conditions and interference,Authentication
CC_0712,Radio Network,Cause code 712: Resource unavailable,Major,Restart affected network element,Resource
CC_0713,Transport,Cause code 713: Congestion detected,Warning,Restart affected network element,Handover
CC_0714,Radio Network,Cause code 714: Configuration mismatch,Warning,Restart affected network element,Resource
CC_0715,Radio Network,Cause code 715: Configuration mismatch,Critical,Restart affected network element,Configuration
CC_0716,NAS,Cause code 716: Protocol error,Warning,Escalate to vendor support,Authentication
CC_0717,Transport,Cause code 717: Radio link failure,Minor,Escalate to vendor support,Authentication
CC_0718,NAS,Cause code 718: Configuration mismatch,Major,Check radio conditions and interference,Resource
CC_0719,Transport,Cause code 719: Hardware failure,Warning,Verify MME capacity and resources,Hardware
CC_0720,Miscellaneous,Cause code 720: Authentication rejected,Major,Update software to latest version,Configuration
CC_0721,Miscellaneous,Cause code 721: Authentication rejected,Major,Update software to latest version,Resource
CC_0722,Radio Network,Cause code 722: Timeout occurred,Major,Inspect transport network connectivity,Authentication
CC_0723,Miscellaneous,Cause code 723: Radio link failure,Major,Verify MME capacity and resources,Authentication
CC_0724,Miscellaneous,Cause code 724: Authentication rejected,Warning,Monitor for pattern recurrence,Authentication
CC_0725,Protocol,Cause code 725: Resource unavailable,Warning,Inspect transport network connectivity,Handover
CC_0726,Radio Network,Cause code 726: Protocol error,Minor,Escalate to vendor support,Authentication
CC_0727,Transport,Cause code 727: Resource unavailable,Minor,Review subscriber authentication settings,Handover
CC_0728,Radio Network,Cause code 728: Authentication rejected,Minor,Escalate to vendor support,Authentication
CC_0729,Protocol,Cause code 729: Authentication rejected,Minor,Inspect transport network connectivity,Resource
CC_0730,Transport,Cause code 730: Hardware failure,Major,Update software to latest version,Authentication
CC_0731,Miscellaneous,Cause code 731: Timeout occurred,Minor,Restart affected network element,Hardware
CC_0732,Miscellaneous,Cause code 732: Congestion detected,Major,Check radio conditions and interference,Configuration
CC_0733,Miscellaneous,Cause code 733: Timeout occurred,Major,Inspect transport network connectivity,Authentication
CC_0734,Protocol,Cause code 734: Protocol error,Minor,Inspect transport network connectivity,Hardware
CC_0735,Radio Network,Cause code 735: Hardware failure,Minor,Restart affected network element,Handover
CC_0736,Radio Network,Cause code 736: Timeout occurred,Minor,Restart affected network element,Hardware
CC_0737,Radio Network,Cause code 737: Configuration mismatch,Minor,Escalate to vendor support,Authentication
CC_0738,Transport,Cause code 738: Congestion detected,Minor,Restart affected network element,Authentication
CC_0739,Radio Network,Cause code 739: Hardware failure,Major,Escalate to vendor support,Hardware
CC_0740,Radio Network,Cause code 740: Congestion detected,Major,Escalate to vendor support,Handover
CC_0741,Radio Network,Cause code 741: Hardware failure,Critical,Escalate to vendor support,Resource
CC_0742,Miscellaneous,Cause code 742: Authentication rejected,Major,Check radio conditions and interference,Handover
CC_0743,Transport,Cause code 743: Hardware failure,Critical,Escalate to vendor support,Authentication
CC_0744,NAS,Cause code 744: Authentication rejected,Warning,Review subscriber authentication settings,Resource
CC_0745,Radio Network,Cause code 745: Resource unavailable,Minor,Update software to latest version,Hardware
CC_0746,Radio Network,Cause code 746: Authentication rejected,Minor,Update software to latest version,Hardware
CC_0747,NAS,Cause code 747: Authentication rejected,Major,Inspect transport network connectivity,Resource
CC_0748,Protocol,Cause code 748: Resource unavailable,Warning,Restart affected network element,Hardware
CC_0749,Radio Network,Cause code 749: Resource unavailable,Critical,Verify MME capacity and resources,Authentication
CC_0750,Protocol,Cause code 750: Timeout occurred,Major,Check radio conditions and interference,Configuration
CC_0751,Protocol,Cause code 751: Hardware failure,Warning,Inspect transport network connectivity,Hardware
CC_0752,Transport,Cause code 752: Hardware failure,Critical,Restart affected network element,Configuration
CC_0753,Protocol,Cause code 753: Protocol error,Critical,Update software to latest version,Authentication
CC_0754,Transport,Cause code 754: Resource unavailable,Warning,Monitor for pattern recurrence,Configuration
CC_0755,Radio Network,Cause code 755: Configuration mismatch,Warning,Inspect transport network connectivity,Hardware
CC_0756,Protocol,Cause code 756: Radio link failure,Minor,Check radio conditions and interference,Authentication
CC_0757,Protocol,Cause code 757: Protocol error,Warning,Restart affected network element,Resource
CC_0758,Protocol,Cause code 758: Timeout occurred,Warning,Verify MME capacity and resources,Handover
CC_0759,Miscellaneous,Cause code 759: Authentication rejected,Critical,Restart affected network element,Handover
CC_0760,Radio Network,Cause code 760: Protocol error,Major,Restart affected network element,Resource
CC_0761,Transport,Cause code 761: Protocol error,Warning,Monitor for pattern recurrence,Configuration
CC_0762,Miscellaneous,Cause code 762: Configuration mismatch,Warning,Verify MME capacity and resources,Handover
CC_0763,NAS,Cause code 763: Hardware failure,Minor,Inspect transport network connectivity,Resource
CC_0764,Transport,Cause code 764: Radio link failure,Minor,Inspect transport network connectivity,Configuration
CC_0765,NAS,Cause code 765: Configuration mismatch,Major,Restart affected network element,Configuration
CC_0766,Transport,Cause code 766: Hardware failure,Minor,Check radio conditions and interference,Authentication
CC_0767,Protocol,Cause code 767: Timeout occurred,Minor,Inspect transport network connectivity,Configuration
CC_0768,Transport,Cause code 768: Resource unavailable,Major,Update software to latest version,Hardware
CC_0769,Radio Network,Cause code 769: Protocol error,Minor,Update software to latest version,Resource
CC_0770,Transport,Cause code 770: Congestion detected,Warning,Review subscriber authentication settings,Handover
CC_0771,Transport,Cause code 771: Hardware failure,Critical,Monitor for pattern recurrence,Configuration
CC_0772,Miscellaneous,Cause code 772: Resource unavailable,Major,Verify MME capacity and resources,Authentication
CC_0773,Radio Network,Cause code 773: Radio link failure,Minor,Update software to latest version,Configuration
CC_0774,Protocol,Cause code 774: Protocol error,Major,Escalate to vendor support,Handover
CC_0775,Transport,Cause code 775: Radio link failure,Warning,Review subscriber authentication settings,Handover
CC_0776,NAS,Cause code 776: Configuration mismatch,Minor,Verify MME capacity and resources,Authentication
CC_0777,Radio Network,Cause code 777: Congestion detected,Warning,Update software to latest version,Hardware
CC_0778,Protocol,Cause code 778: Hardware failure,Major,Restart affected network element,Authentication
CC_0779,Transport,Cause code 779: Configuration mismatch,Minor,Inspect transport network connectivity,Configuration
CC_0780,NAS,Cause code 780: Timeout occurred,Warning,Check radio conditions and interference,Authentication
CC_0781,NAS,Cause code 781: Hardware failure,Major,Review subscriber authentication settings,Authentication
CC_0782,NAS,Cause code 782: Configuration mismatch,Minor,Escalate to vendor support,Resource
CC_0783,Miscellaneous,Cause code 783: Authentication rejected,Critical,Check radio conditions and interference,Authentication
CC_0784,Transport,Cause code 784: Resource unavailable,Minor,Monitor for pattern recurrence,Resource
CC_0785,Transport,Cause code 785: Hardware failure,Minor,Escalate to vendor support,Resource
CC_0786,Miscellaneous,Cause code 786: Hardware failure,Minor,Review subscriber authentication settings,Hardware
CC_0787,NAS,Cause code 787: Radio link failure,Minor,Update software to latest version,Resource
CC_0788,Transport,Cause code 788: Resource unavailable,Warning,Update software to latest version,Resource
CC_0789,Miscellaneous,Cause code 789: Authentication rejected,Warning,Review subscriber authentication settings,Authentication
CC_0790,Miscellaneous,Cause code 790: Hardware failure,Warning,Review subscriber authentication settings,Hardware
CC_0791,Protocol,Cause code 791: Authentication rejected,Major,Inspect transport network connectivity,Hardware
CC_0792,Protocol,Cause code 792: Configuration mismatch,Minor,Monitor for pattern recurrence,Handover
CC_0793,Radio Network,Cause code 793: Timeout occurred,Warning,Verify MME capacity and resources,Resource
CC_0794,Radio Network,Cause code 794: Timeout occurred,Minor,Check radio conditions and interference,Hardware
CC_0795,NAS,Cause code 795: Hardware failure,Major,Review subscriber authentication settings,Authentication
CC_0796,Protocol,Cause code 796: Resource unavailable,Warning,Monitor for pattern recurrence,Configuration
CC_0797,Protocol,Cause code 797: Protocol error,Minor,Verify MME capacity and resources,Resource
CC_0798,Transport,Cause code 798: Configuration mismatch,Minor,Monitor for pattern recurrence,Hardware
CC_0799,Protocol,Cause code 799: Protocol error,Minor,Restart affected network element,Handover
CC_0800,Radio Network,Cause code 800: Timeout occurred,Minor,Review subscriber authentication settings,Hardware
