customer_id,customer_name,customer_segment,rfm_recency_score,rfm_frequency_score,rfm_monetary_score,rfm_segment,lifetime_revenue,predicted_clv,churn_probability,last_purchase_date,purchase_count,preferred_channel,channel_mix_ratio,customer_behavior_profile
CUST000100,Customer 100,Loyal Customers,5,4,4,Loyal Customers,247.37,366.9,0.043,2025-10-17 09:00:20.082623,147,in-store,0.4,Loyal in-store customer with consistent monthly purchases. Prefers digital wallet payment. Strong brand affinity in Pet Supplies category.
CUST000101,Customer 101,Loyal Customers,4,5,5,Loyal Customers,720.52,1384.85,0.089,2025-08-26 09:00:20.082623,61,e-commerce,0.81,Multi-channel customer (81% online) focusing on Food & Beverage and Electronics. Price-sensitive with seasonal purchasing patterns.
CUST000102,Customer 102,Loyal Customers,4,4,5,Loyal Customers,1079.34,2567.79,0.016,2025-11-09 09:00:20.082623,59,in-store,0.25,At-risk profile showing declining engagement. Historical focus on Sports & Outdoors. Requires targeted retention campaigns.
CUST000103,Customer 103,Need Attention,3,3,4,Need Attention,282.19,686.87,0.29,2025-09-16 09:00:20.082623,84,e-commerce,0.19,Multi-channel customer (19% online) focusing on Home & Garden and Pet Supplies. Price-sensitive with seasonal purchasing patterns.
CUST000104,Customer 104,Promising,2,4,3,Promising,90.9,159.85,0.407,2025-08-26 09:00:20.082623,95,e-commerce,0.41,Emerging customer with growing purchase frequency. Primary interest in Home & Garden. High potential for loyalty program engagement.
CUST000105,Customer 105,Potential Loyalists,3,3,3,Potential Loyalists,1710.64,3697.38,0.476,2025-08-13 09:00:20.082623,51,in-store,0.22,Emerging customer with growing purchase frequency. Primary interest in Clothing. High potential for loyalty program engagement.
CUST000106,Customer 106,Promising,4,2,3,Promising,64.22,78.1,0.466,2025-10-17 09:00:20.082623,76,in-store,0.85,Loyal in-store customer with consistent monthly purchases. Prefers digital wallet payment. Strong brand affinity in Electronics category.
CUST000107,Customer 107,Need Attention,4,2,3,Need Attention,969.06,1896.44,0.273,2025-09-09 09:00:20.082623,50,e-commerce,0.21,Multi-channel customer (21% online) focusing on Toys & Games and Beauty & Health. Price-sensitive with seasonal purchasing patterns.
CUST000108,Customer 108,Potential Loyalists,4,4,2,Potential Loyalists,135.2,229.3,0.226,2025-08-18 09:00:20.082623,58,in-store,0.34,Loyal in-store customer with consistent monthly purchases. Prefers debit card payment. Strong brand affinity in Books & Media category.
CUST000109,Customer 109,Potential Loyalists,4,3,4,Potential Loyalists,1181.64,1860.49,0.342,2025-07-22 09:00:20.082623,135,in-store,0.11,Multi-channel customer (11% online) focusing on Toys & Games and Books & Media. Price-sensitive with seasonal purchasing patterns.
CUST000110,Customer 110,Loyal Customers,4,5,5,Loyal Customers,99.0,157.37,0.089,2025-07-26 09:00:20.082623,26,in-store,0.17,At-risk profile showing declining engagement. Historical focus on Toys & Games. Requires targeted retention campaigns.
CUST000111,Customer 111,Loyal Customers,5,5,5,Loyal Customers,222.34,487.42,0.076,2025-08-21 09:00:20.082623,77,in-store,0.57,Multi-channel customer (56% online) focusing on Food & Beverage and Home & Garden. Price-sensitive with seasonal purchasing patterns.
CUST000112,Customer 112,Potential Loyalists,2,3,4,Potential Loyalists,39.67,85.25,0.225,2025-08-06 09:00:20.082623,28,e-commerce,0.63,Multi-channel customer (63% online) focusing on Toys & Games and Automotive. Price-sensitive with seasonal purchasing patterns.
CUST000113,Customer 113,Loyal Customers,4,5,5,Loyal Customers,1729.9,3900.39,0.092,2025-10-11 09:00:20.082623,77,in-store,0.75,At-risk profile showing declining engagement. Historical focus on Pet Supplies. Requires targeted retention campaigns.
CUST000114,Customer 114,At Risk,1,2,5,At Risk,2791.57,5917.22,0.616,2025-08-21 09:00:20.082623,85,in-store,0.29,Loyal in-store customer with consistent monthly purchases. Prefers digital wallet payment. Strong brand affinity in Automotive category.
CUST000115,Customer 115,Potential Loyalists,4,3,2,Potential Loyalists,143.87,317.3,0.297,2025-07-23 09:00:20.082623,63,e-commerce,0.32,High-value e-commerce shopper with preference for Sports & Outdoors. Responds well to Email campaigns. Average basket size $2.
CUST000116,Customer 116,Hibernating,1,1,2,Hibernating,2373.03,5404.4,0.812,2025-09-10 09:00:20.082623,28,in-store,0.76,At-risk profile showing declining engagement. Historical focus on Pet Supplies. Requires targeted retention campaigns.
CUST000117,Customer 117,Need Attention,4,2,2,Need Attention,1429.49,3314.63,0.368,2025-07-23 09:00:20.082623,105,in-store,0.57,High-value in-store shopper with preference for Automotive. Responds well to Email campaigns. Average basket size $13.
CUST000118,Customer 118,Loyal Customers,4,5,4,Loyal Customers,785.51,1175.94,0.017,2025-11-03 09:00:20.082623,5,e-commerce,0.4,Multi-channel customer (40% online) focusing on Food & Beverage and Automotive. Price-sensitive with seasonal purchasing patterns.
CUST000119,Customer 119,Loyal Customers,4,5,4,Loyal Customers,100.62,152.47,0.034,2025-09-08 09:00:20.082623,140,e-commerce,0.12,Multi-channel customer (12% online) focusing on Food & Beverage and Automotive. Price-sensitive with seasonal purchasing patterns.
CUST000120,Customer 120,Hibernating,1,2,3,Hibernating,1932.32,2864.63,0.781,2025-09-29 09:00:20.082623,45,in-store,0.38,High-value in-store shopper with preference for Books & Media. Responds well to Display Ads campaigns. Average basket size $42.
CUST000121,Customer 121,At Risk,2,1,5,At Risk,971.57,1486.02,0.9,2025-08-22 09:00:20.082623,113,in-store,0.63,Emerging customer with growing purchase frequency. Primary interest in Food & Beverage. High potential for loyalty program engagement.
CUST000122,Customer 122,Promising,3,4,2,Promising,12836.29,25476.01,0.37,2025-10-10 09:00:20.082623,120,in-store,0.7,Emerging customer with growing purchase frequency. Primary interest in Clothing. High potential for loyalty program engagement.
CUST000123,Customer 123,Loyal Customers,5,5,5,Loyal Customers,666.53,1615.93,0.036,2025-09-11 09:00:20.082623,18,e-commerce,0.31,Loyal e-commerce customer with consistent monthly purchases. Prefers debit card payment. Strong brand affinity in Automotive category.
CUST000124,Customer 124,At Risk,1,1,2,At Risk,44438.64,65265.71,0.663,2025-08-12 09:00:20.082623,117,e-commerce,0.32,At-risk profile showing declining engagement. Historical focus on Beauty & Health. Requires targeted retention campaigns.
CUST000125,Customer 125,New Customers,2,2,3,New Customers,220.78,488.86,0.208,2025-10-20 09:00:20.082623,31,e-commerce,0.59,Loyal e-commerce customer with consistent monthly purchases. Prefers digital wallet payment. Strong brand affinity in Electronics category.
CUST000126,Customer 126,Need Attention,3,2,3,Need Attention,878.98,1603.73,0.258,2025-07-27 09:00:20.082623,97,e-commerce,0.51,High-value e-commerce shopper with preference for Sports & Outdoors. Responds well to Social Media campaigns. Average basket size $9.
CUST000127,Customer 127,Need Attention,4,2,2,Need Attention,210.63,474.3,0.493,2025-08-22 09:00:20.082623,52,e-commerce,0.51,Multi-channel customer (51% online) focusing on Sports & Outdoors and Home & Garden. Price-sensitive with seasonal purchasing patterns.
CUST000128,Customer 128,At Risk,1,2,2,At Risk,119.58,256.65,0.82,2025-08-20 09:00:20.082623,104,in-store,0.57,Loyal in-store customer with consistent monthly purchases. Prefers debit card payment. Strong brand affinity in Pet Supplies category.
CUST000129,Customer 129,At Risk,2,3,3,At Risk,1462.67,2605.21,0.937,2025-10-12 09:00:20.082623,99,e-commerce,0.16,Emerging customer with growing purchase frequency. Primary interest in Books & Media. High potential for loyalty program engagement.
CUST000130,Customer 130,Potential Loyalists,2,2,2,Potential Loyalists,245.56,395.37,0.354,2025-10-28 09:00:20.082623,74,e-commerce,0.15,Emerging customer with growing purchase frequency. Primary interest in Toys & Games. High potential for loyalty program engagement.
CUST000131,Customer 131,At Risk,1,2,5,At Risk,6500.96,10409.9,0.846,2025-07-16 09:00:20.082623,3,in-store,0.65,Emerging customer with growing purchase frequency. Primary interest in Beauty & Health. High potential for loyalty program engagement.
CUST000132,Customer 132,At Risk,1,3,5,At Risk,1105.36,2316.82,0.911,2025-08-07 09:00:20.082623,8,e-commerce,0.59,Emerging customer with growing purchase frequency. Primary interest in Electronics. High potential for loyalty program engagement.
CUST000133,Customer 133,Promising,3,4,4,Promising,439.6,1028.13,0.424,2025-08-07 09:00:20.082623,21,in-store,0.9,High-value in-store shopper with preference for Clothing. Responds well to Email campaigns. Average basket size $20.
CUST000134,Customer 134,About to Sleep,4,4,2,About to Sleep,2015.76,2713.99,0.265,2025-07-18 09:00:20.082623,9,e-commerce,0.36,Loyal e-commerce customer with consistent monthly purchases. Prefers digital wallet payment. Strong brand affinity in Toys & Games category.
CUST000135,Customer 135,Need Attention,2,2,3,Need Attention,4630.49,9208.74,0.31,2025-11-09 09:00:20.082623,141,in-store,0.86,At-risk profile showing declining engagement. Historical focus on Clothing. Requires targeted retention campaigns.
CUST000136,Customer 136,Champions,5,4,4,Champions,20753.57,51696.99,0.085,2025-09-03 09:00:20.082623,13,e-commerce,0.85,High-value e-commerce shopper with preference for Toys & Games. Responds well to In-Store Promotion campaigns. Average basket size $1596.
CUST000137,Customer 137,New Customers,2,3,2,New Customers,1572.01,3638.43,0.349,2025-09-02 09:00:20.082623,100,e-commerce,0.9,Multi-channel customer (90% online) focusing on Pet Supplies and Books & Media. Price-sensitive with seasonal purchasing patterns.
CUST000138,Customer 138,At Risk,2,1,3,At Risk,5780.74,8158.35,0.831,2025-07-20 09:00:20.082623,90,e-commerce,0.83,At-risk profile showing declining engagement. Historical focus on Automotive. Requires targeted retention campaigns.
CUST000139,Customer 139,At Risk,1,1,3,At Risk,704.67,1261.91,0.771,2025-08-28 09:00:20.082623,117,e-commerce,0.14,High-value e-commerce shopper with preference for Electronics. Responds well to SMS campaigns. Average basket size $6.
CUST000140,Customer 140,Champions,4,5,4,Champions,5064.2,7804.53,0.074,2025-08-23 09:00:20.082623,107,in-store,0.14,Loyal in-store customer with consistent monthly purchases. Prefers credit card payment. Strong brand affinity in Books & Media category.
CUST000141,Customer 141,Hibernating,2,2,2,Hibernating,249.9,595.0,0.709,2025-08-26 09:00:20.082623,135,e-commerce,0.69,Multi-channel customer (69% online) focusing on Food & Beverage and Home & Garden. Price-sensitive with seasonal purchasing patterns.
CUST000142,Customer 142,Promising,3,4,2,Promising,3639.79,4676.38,0.323,2025-10-19 09:00:20.082623,139,in-store,0.25,Loyal in-store customer with consistent monthly purchases. Prefers debit card payment. Strong brand affinity in Clothing category.
CUST000143,Customer 143,Cannot Lose Them,1,2,3,Cannot Lose Them,1018.4,1588.21,0.719,2025-09-30 09:00:20.082623,62,e-commerce,0.52,Emerging customer with growing purchase frequency. Primary interest in Home & Garden. High potential for loyalty program engagement.
CUST000144,Customer 144,Potential Loyalists,3,2,2,Potential Loyalists,345.48,828.19,0.428,2025-08-09 09:00:20.082623,19,e-commerce,0.56,At-risk profile showing declining engagement. Historical focus on Books & Media. Requires targeted retention campaigns.
CUST000145,Customer 145,About to Sleep,2,2,3,About to Sleep,4776.18,7306.79,0.427,2025-11-08 09:00:20.082623,126,e-commerce,0.42,Multi-channel customer (42% online) focusing on Electronics and Pet Supplies. Price-sensitive with seasonal purchasing patterns.
CUST000146,Customer 146,Hibernating,1,2,3,Hibernating,921.07,1495.67,0.678,2025-09-11 09:00:20.082623,42,e-commerce,0.4,At-risk profile showing declining engagement. Historical focus on Pet Supplies. Requires targeted retention campaigns.
CUST000147,Customer 147,Potential Loyalists,4,4,2,Potential Loyalists,189.02,453.41,0.333,2025-07-26 09:00:20.082623,43,e-commerce,0.58,Emerging customer with growing purchase frequency. Primary interest in Toys & Games. High potential for loyalty program engagement.
CUST000148,Customer 148,About to Sleep,2,4,3,About to Sleep,983.19,1249.58,0.304,2025-10-12 09:00:20.082623,40,e-commerce,0.45,Emerging customer with growing purchase frequency. Primary interest in Home & Garden. High potential for loyalty program engagement.
CUST000149,Customer 149,Champions,4,5,5,Champions,532.75,1031.14,0.036,2025-11-01 09:00:20.082623,141,e-commerce,0.73,Loyal e-commerce customer with consistent monthly purchases. Prefers debit card payment. Strong brand affinity in Electronics category.
CUST000150,Customer 150,Need Attention,3,4,4,Need Attention,2141.74,4584.84,0.38,2025-11-12 09:00:20.082623,94,e-commerce,0.89,Multi-channel customer (89% online) focusing on Automotive and Sports & Outdoors. Price-sensitive with seasonal purchasing patterns.
CUST000151,Customer 151,Hibernating,2,1,4,Hibernating,703.08,1702.1,0.91,2025-08-24 09:00:20.082623,8,e-commerce,0.36,Loyal e-commerce customer with consistent monthly purchases. Prefers digital wallet payment. Strong brand affinity in Toys & Games category.
CUST000152,Customer 152,Champions,5,5,5,Champions,1578.71,3765.39,0.08,2025-07-20 09:00:20.082623,95,in-store,0.6,Loyal in-store customer with consistent monthly purchases. Prefers credit card payment. Strong brand affinity in Clothing category.
CUST000153,Customer 153,Potential Loyalists,4,2,2,Potential Loyalists,704.61,942.44,0.357,2025-11-05 09:00:20.082623,23,e-commerce,0.51,At-risk profile showing declining engagement. Historical focus on Electronics. Requires targeted retention campaigns.
CUST000154,Customer 154,Champions,5,5,4,Champions,618.77,1513.07,0.065,2025-10-22 09:00:20.082623,14,e-commerce,0.82,High-value e-commerce shopper with preference for Sports & Outdoors. Responds well to SMS campaigns. Average basket size $44.
CUST000155,Customer 155,Potential Loyalists,4,2,3,Potential Loyalists,1374.59,2647.26,0.313,2025-07-27 09:00:20.082623,17,e-commerce,0.66,Emerging customer with growing purchase frequency. Primary interest in Home & Garden. High potential for loyalty program engagement.
CUST000156,Customer 156,Hibernating,2,3,5,Hibernating,1254.08,2082.38,0.781,2025-08-04 09:00:20.082623,30,in-store,0.29,Loyal in-store customer with consistent monthly purchases. Prefers digital wallet payment. Strong brand affinity in Electronics category.
CUST000157,Customer 157,At Risk,1,3,5,At Risk,754.42,1357.53,0.875,2025-07-22 09:00:20.082623,54,in-store,0.39,Emerging customer with growing purchase frequency. Primary interest in Beauty & Health. High potential for loyalty program engagement.
CUST000158,Customer 158,Need Attention,2,3,3,Need Attention,1591.92,3407.8,0.282,2025-09-18 09:00:20.082623,13,in-store,0.9,Loyal in-store customer with consistent monthly purchases. Prefers debit card payment. Strong brand affinity in Beauty & Health category.
CUST000159,Customer 159,Need Attention,2,3,2,Need Attention,1770.26,3405.22,0.263,2025-10-10 09:00:20.082623,14,e-commerce,0.62,Emerging customer with growing purchase frequency. Primary interest in Books & Media. High potential for loyalty program engagement.
CUST000160,Customer 160,Cannot Lose Them,1,3,4,Cannot Lose Them,656.24,1282.2,0.886,2025-10-03 09:00:20.082623,107,e-commerce,0.22,Loyal e-commerce customer with consistent monthly purchases. Prefers debit card payment. Strong brand affinity in Home & Garden category.
CUST000161,Customer 161,Potential Loyalists,4,2,3,Potential Loyalists,1880.79,2666.23,0.277,2025-11-07 09:00:20.082623,15,e-commerce,0.38,Emerging customer with growing purchase frequency. Primary interest in Automotive. High potential for loyalty program engagement.
CUST000162,Customer 162,Need Attention,4,3,4,Need Attention,800.19,1888.52,0.248,2025-08-06 09:00:20.082623,47,in-store,0.36,High-value in-store shopper with preference for Beauty & Health. Responds well to SMS campaigns. Average basket size $17.
CUST000163,Customer 163,Loyal Customers,5,4,4,Loyal Customers,406.38,871.33,0.026,2025-09-18 09:00:20.082623,74,e-commerce,0.14,Multi-channel customer (14% online) focusing on Beauty & Health and Automotive. Price-sensitive with seasonal purchasing patterns.
CUST000164,Customer 164,Loyal Customers,4,5,5,Loyal Customers,2544.32,5011.05,0.055,2025-10-07 09:00:20.082623,75,e-commerce,0.11,Multi-channel customer (11% online) focusing on Clothing and Books & Media. Price-sensitive with seasonal purchasing patterns.
CUST000165,Customer 165,Loyal Customers,4,4,5,Loyal Customers,1143.18,2462.54,0.029,2025-11-09 09:00:20.082623,143,e-commerce,0.37,High-value e-commerce shopper with preference for Electronics. Responds well to Display Ads campaigns. Average basket size $7.
CUST000166,Customer 166,Promising,3,4,4,Promising,455.98,906.18,0.367,2025-10-21 09:00:20.082623,56,e-commerce,0.76,Multi-channel customer (76% online) focusing on Automotive and Books & Media. Price-sensitive with seasonal purchasing patterns.
CUST000167,Customer 167,At Risk,2,1,3,At Risk,17527.58,38907.16,0.906,2025-09-21 09:00:20.082623,138,e-commerce,0.39,Loyal e-commerce customer with consistent monthly purchases. Prefers digital wallet payment. Strong brand affinity in Pet Supplies category.
CUST000168,Customer 168,Potential Loyalists,2,2,2,Potential Loyalists,1535.03,2742.07,0.266,2025-07-23 09:00:20.082623,49,in-store,0.21,Multi-channel customer (21% online) focusing on Pet Supplies and Electronics. Price-sensitive with seasonal purchasing patterns.
CUST000169,Customer 169,Potential Loyalists,2,4,3,Potential Loyalists,2963.43,4271.39,0.322,2025-08-31 09:00:20.082623,52,e-commerce,0.18,Loyal e-commerce customer with consistent monthly purchases. Prefers debit card payment. Strong brand affinity in Pet Supplies category.
CUST000170,Customer 170,Need Attention,2,2,2,Need Attention,461.44,860.16,0.379,2025-10-10 09:00:20.082623,46,in-store,0.27,Multi-channel customer (27% online) focusing on Food & Beverage and Books & Media. Price-sensitive with seasonal purchasing patterns.
CUST000171,Customer 171,Hibernating,1,3,3,Hibernating,98.25,147.77,0.639,2025-08-06 09:00:20.082623,62,e-commerce,0.14,High-value e-commerce shopper with preference for Pet Supplies. Responds well to SMS campaigns. Average basket size $1.
CUST000172,Customer 172,Potential Loyalists,4,3,4,Potential Loyalists,2232.5,5114.68,0.252,2025-10-20 09:00:20.082623,8,in-store,0.16,At-risk profile showing declining engagement. Historical focus on Automotive. Requires targeted retention campaigns.
CUST000173,Customer 173,Potential Loyalists,3,4,4,Potential Loyalists,602.37,1205.72,0.292,2025-08-23 09:00:20.082623,128,e-commerce,0.53,Loyal e-commerce customer with consistent monthly purchases. Prefers credit card payment. Strong brand affinity in Beauty & Health category.
CUST000174,Customer 174,Champions,5,5,4,Champions,1343.88,1710.5,0.054,2025-11-06 09:00:20.082623,148,e-commerce,0.41,Loyal e-commerce customer with consistent monthly purchases. Prefers credit card payment. Strong brand affinity in Books & Media category.
CUST000175,Customer 175,Potential Loyalists,4,2,3,Potential Loyalists,1278.37,2561.24,0.286,2025-08-23 09:00:20.082623,61,e-commerce,0.65,Multi-channel customer (65% online) focusing on Clothing and Automotive. Price-sensitive with seasonal purchasing patterns.
CUST000176,Customer 176,Promising,2,2,4,Promising,11745.53,25537.68,0.329,2025-10-07 09:00:20.082623,55,e-commerce,0.69,Emerging customer with growing purchase frequency. Primary interest in Toys & Games. High potential for loyalty program engagement.
CUST000177,Customer 177,Loyal Customers,5,4,5,Loyal Customers,4878.69,9811.96,0.099,2025-09-02 09:00:20.082623,140,e-commerce,0.18,Emerging customer with growing purchase frequency. Primary interest in Home & Garden. High potential for loyalty program engagement.
CUST000178,Customer 178,At Risk,2,3,4,At Risk,1268.16,2465.93,0.651,2025-09-21 09:00:20.082623,57,in-store,0.22,Multi-channel customer (22% online) focusing on Food & Beverage and Pet Supplies. Price-sensitive with seasonal purchasing patterns.
CUST000179,Customer 179,At Risk,2,3,5,At Risk,899.13,1241.58,0.822,2025-09-29 09:00:20.082623,128,e-commerce,0.54,Emerging customer with growing purchase frequency. Primary interest in Beauty & Health. High potential for loyalty program engagement.
CUST000180,Customer 180,Loyal Customers,5,4,4,Loyal Customers,4494.36,6204.99,0.024,2025-09-22 09:00:20.082623,132,e-commerce,0.2,High-value e-commerce shopper with preference for Home & Garden. Responds well to SMS campaigns. Average basket size $34.
CUST000181,Customer 181,About to Sleep,3,2,4,About to Sleep,779.66,1475.49,0.316,2025-09-04 09:00:20.082623,79,e-commerce,0.24,At-risk profile showing declining engagement. Historical focus on Clothing. Requires targeted retention campaigns.
CUST000182,Customer 182,Promising,3,2,3,Promising,566.77,1232.64,0.395,2025-10-21 09:00:20.082623,110,e-commerce,0.29,Loyal e-commerce customer with consistent monthly purchases. Prefers digital wallet payment. Strong brand affinity in Beauty & Health category.
CUST000183,Customer 183,Champions,4,4,5,Champions,140.82,247.05,0.027,2025-08-23 09:00:20.082623,108,e-commerce,0.77,High-value e-commerce shopper with preference for Home & Garden. Responds well to Direct Mail campaigns. Average basket size $1.
CUST000184,Customer 184,Champions,4,4,4,Champions,371.05,827.73,0.089,2025-08-26 09:00:20.082623,125,in-store,0.56,High-value in-store shopper with preference for Home & Garden. Responds well to Direct Mail campaigns. Average basket size $2.
CUST000185,Customer 185,Potential Loyalists,2,3,4,Potential Loyalists,1278.59,2062.32,0.394,2025-07-25 09:00:20.082623,129,e-commerce,0.52,Multi-channel customer (52% online) focusing on Pet Supplies and Toys & Games. Price-sensitive with seasonal purchasing patterns.
CUST000186,Customer 186,Champions,5,5,4,Champions,418.21,632.08,0.055,2025-10-09 09:00:20.082623,133,in-store,0.38,High-value in-store shopper with preference for Sports & Outdoors. Responds well to SMS campaigns. Average basket size $3.
CUST000187,Customer 187,Need Attention,4,2,3,Need Attention,1343.04,2593.09,0.216,2025-09-27 09:00:20.082623,125,in-store,0.28,At-risk profile showing declining engagement. Historical focus on Sports & Outdoors. Requires targeted retention campaigns.
CUST000188,Customer 188,Loyal Customers,5,5,5,Loyal Customers,109.93,243.01,0.079,2025-09-21 09:00:20.082623,72,in-store,0.43,At-risk profile showing declining engagement. Historical focus on Home & Garden. Requires targeted retention campaigns.
CUST000189,Customer 189,Loyal Customers,5,5,4,Loyal Customers,1817.26,4464.59,0.041,2025-08-17 09:00:20.082623,132,in-store,0.69,Multi-channel customer (69% online) focusing on Food & Beverage and Home & Garden. Price-sensitive with seasonal purchasing patterns.
CUST000190,Customer 190,New Customers,2,2,2,New Customers,739.92,1106.32,0.35,2025-10-06 09:00:20.082623,43,in-store,0.42,At-risk profile showing declining engagement. Historical focus on Automotive. Requires targeted retention campaigns.
CUST000191,Customer 191,Need Attention,2,4,4,Need Attention,8543.22,19101.19,0.421,2025-08-07 09:00:20.082623,106,in-store,0.22,At-risk profile showing declining engagement. Historical focus on Pet Supplies. Requires targeted retention campaigns.
CUST000192,Customer 192,Promising,4,4,2,Promising,2535.48,5078.7,0.4,2025-08-24 09:00:20.082623,50,in-store,0.32,Loyal in-store customer with consistent monthly purchases. Prefers digital wallet payment. Strong brand affinity in Pet Supplies category.
CUST000193,Customer 193,Champions,4,5,5,Champions,13104.46,24602.65,0.06,2025-09-06 09:00:20.082623,71,e-commerce,0.56,Multi-channel customer (56% online) focusing on Pet Supplies and Home & Garden. Price-sensitive with seasonal purchasing patterns.
CUST000194,Customer 194,About to Sleep,4,4,4,About to Sleep,75.87,141.25,0.371,2025-08-13 09:00:20.082623,36,e-commerce,0.35,High-value e-commerce shopper with preference for Electronics. Responds well to Display Ads campaigns. Average basket size $2.
CUST000195,Customer 195,Champions,5,4,4,Champions,8539.1,18657.48,0.025,2025-08-23 09:00:20.082623,84,in-store,0.18,Multi-channel customer (18% online) focusing on Food & Beverage and Clothing. Price-sensitive with seasonal purchasing patterns.
CUST000196,Customer 196,Cannot Lose Them,1,1,4,Cannot Lose Them,200.67,490.25,0.93,2025-09-25 09:00:20.082623,23,e-commerce,0.42,At-risk profile showing declining engagement. Historical focus on Beauty & Health. Requires targeted retention campaigns.
CUST000197,Customer 197,Loyal Customers,4,5,4,Loyal Customers,1204.11,1566.45,0.086,2025-07-20 09:00:20.082623,34,in-store,0.3,Multi-channel customer (30% online) focusing on Toys & Games and Home & Garden. Price-sensitive with seasonal purchasing patterns.
CUST000198,Customer 198,Potential Loyalists,2,3,4,Potential Loyalists,4253.78,6901.14,0.489,2025-09-26 09:00:20.082623,42,e-commerce,0.85,Multi-channel customer (85% online) focusing on Clothing and Toys & Games. Price-sensitive with seasonal purchasing patterns.
CUST000199,Customer 199,At Risk,2,3,3,At Risk,297.93,400.92,0.802,2025-08-10 09:00:20.082623,68,e-commerce,0.13,Loyal e-commerce customer with consistent monthly purchases. Prefers credit card payment. Strong brand affinity in Pet Supplies category.
CUST000200,Customer 200,Need Attention,4,2,2,Need Attention,795.29,1003.6,0.356,2025-09-16 09:00:20.082623,90,e-commerce,0.11,Multi-channel customer (11% online) focusing on Beauty & Health and Electronics. Price-sensitive with seasonal purchasing patterns.
